JUN24SHB100005.spu,JUN24SHB100004.spu,
 709 , 0.114944 , 0.111204 , 0.121602 , 0.125336 
 710 , 0.120045 , 0.115706 , 0.123111 , 0.129166 
 711 , 0.125118 , 0.119995 , 0.124514 , 0.13271 
 712 , 0.130318 , 0.124242 , 0.125906 , 0.136229 
 713 , 0.135619 , 0.12857 , 0.127321 , 0.139811 
 714 , 0.140976 , 0.132971 , 0.128731 , 0.143385 
 715 , 0.146313 , 0.137442 , 0.130085 , 0.14679 
 716 , 0.151781 , 0.142008 , 0.13146 , 0.15024 
 717 , 0.157387 , 0.146681 , 0.132866 , 0.153773 
 718 , 0.163032 , 0.151413 , 0.134426 , 0.157249 
 719 , 0.168749 , 0.156234 , 0.136019 , 0.160801 
 720 , 0.174566 , 0.161138 , 0.137637 , 0.16441 
 721 , 0.180384 , 0.165895 , 0.139222 , 0.167836 
 722 , 0.186138 , 0.170555 , 0.14076 , 0.171178 
 723 , 0.191919 , 0.175243 , 0.142307 , 0.17453 
 724 , 0.197592 , 0.179868 , 0.143847 , 0.177838 
 725 , 0.202944 , 0.184283 , 0.145346 , 0.180989 
 726 , 0.208262 , 0.18867 , 0.146836 , 0.184119 
 727 , 0.213555 , 0.193038 , 0.148321 , 0.187231 
 728 , 0.218577 , 0.197065 , 0.149736 , 0.19008 
 729 , 0.22347 , 0.200989 , 0.151138 , 0.192897 
 730 , 0.228301 , 0.204864 , 0.152525 , 0.195672 
 731 , 0.232708 , 0.208489 , 0.15387 , 0.198278 
 732 , 0.236801 , 0.211969 , 0.155176 , 0.200736 
 733 , 0.240843 , 0.215402 , 0.156463 , 0.203162 
 734 , 0.244631 , 0.218597 , 0.157664 , 0.205389 
 735 , 0.24808 , 0.221463 , 0.158747 , 0.207329 
 736 , 0.251534 , 0.224339 , 0.15983 , 0.20928 
 737 , 0.254945 , 0.227182 , 0.160899 , 0.211208 
 738 , 0.257827 , 0.229549 , 0.161765 , 0.212814 
 739 , 0.260706 , 0.231854 , 0.162599 , 0.214402 
 740 , 0.263578 , 0.23415 , 0.163435 , 0.215988 
 741 , 0.26582 , 0.236001 , 0.164195 , 0.217361 
 742 , 0.267815 , 0.237722 , 0.164935 , 0.218634 
 743 , 0.269815 , 0.239444 , 0.165676 , 0.219906 
 744 , 0.271666 , 0.241057 , 0.166384 , 0.221055 
 745 , 0.273343 , 0.242505 , 0.167082 , 0.222015 
 746 , 0.275077 , 0.243975 , 0.167805 , 0.222995 
 747 , 0.276796 , 0.245436 , 0.168523 , 0.223968 
 748 , 0.277868 , 0.246529 , 0.168951 , 0.224784 
 749 , 0.278963 , 0.247651 , 0.169381 , 0.225629 
 750 , 0.280086 , 0.2488 , 0.169812 , 0.226495 
 751 , 0.280825 , 0.249567 , 0.170193 , 0.227107 
 752 , 0.281568 , 0.250293 , 0.170567 , 0.227657 
 753 , 0.28235 , 0.251051 , 0.170953 , 0.228234 
 754 , 0.282879 , 0.251545 , 0.17127 , 0.228475 
 755 , 0.28304 , 0.251564 , 0.171416 , 0.22813 
 756 , 0.283244 , 0.251564 , 0.17156 , 0.227739 
 757 , 0.283467 , 0.251559 , 0.171711 , 0.227305 
 758 , 0.283699 , 0.251536 , 0.171944 , 0.226752 
 759 , 0.283899 , 0.251539 , 0.172292 , 0.22614 
 760 , 0.284112 , 0.251544 , 0.172666 , 0.225476 
 761 , 0.285039 , 0.252228 , 0.173312 , 0.225836 
 762 , 0.285946 , 0.253072 , 0.17401 , 0.226627 
 763 , 0.286848 , 0.253922 , 0.174706 , 0.22741 
 764 , 0.287942 , 0.255011 , 0.175437 , 0.228664 
 765 , 0.288971 , 0.256329 , 0.176116 , 0.23042 
 766 , 0.289847 , 0.25756 , 0.176731 , 0.232066 
 767 , 0.290637 , 0.258701 , 0.177302 , 0.23357 
 768 , 0.291126 , 0.259513 , 0.177814 , 0.234567 
 769 , 0.291609 , 0.260249 , 0.178336 , 0.235502 
 770 , 0.292069 , 0.260957 , 0.178842 , 0.236397 
 771 , 0.292445 , 0.261323 , 0.179248 , 0.23682 
 772 , 0.292949 , 0.261637 , 0.17961 , 0.237166 
 773 , 0.293439 , 0.261948 , 0.179966 , 0.237499 
 774 , 0.293823 , 0.26221 , 0.180301 , 0.237763 
 775 , 0.294162 , 0.262486 , 0.180635 , 0.237948 
 776 , 0.294531 , 0.262788 , 0.180977 , 0.238132 
 777 , 0.294901 , 0.263085 , 0.181338 , 0.238321 
 778 , 0.295253 , 0.263364 , 0.181816 , 0.238571 
 779 , 0.295583 , 0.26363 , 0.182297 , 0.238844 
 780 , 0.29591 , 0.263898 , 0.182779 , 0.239119 
 781 , 0.296018 , 0.264233 , 0.183082 , 0.239527 
 782 , 0.296084 , 0.264545 , 0.183371 , 0.2399 
 783 , 0.296155 , 0.264863 , 0.183667 , 0.240279 
 784 , 0.296206 , 0.265148 , 0.184001 , 0.240542 
 785 , 0.29641 , 0.265471 , 0.184373 , 0.240773 
 786 , 0.296675 , 0.265827 , 0.184746 , 0.241024 
 787 , 0.296971 , 0.266157 , 0.185111 , 0.241294 
 788 , 0.29737 , 0.266357 , 0.185373 , 0.241581 
 789 , 0.297705 , 0.266552 , 0.185627 , 0.241859 
 790 , 0.298045 , 0.266756 , 0.185888 , 0.242137 
 791 , 0.298368 , 0.267088 , 0.186319 , 0.24255 
 792 , 0.298563 , 0.267404 , 0.186802 , 0.242947 
 793 , 0.298758 , 0.26773 , 0.187289 , 0.243354 
 794 , 0.29885 , 0.267992 , 0.187728 , 0.243685 
 795 , 0.298915 , 0.268154 , 0.188149 , 0.243947 
 796 , 0.299005 , 0.268306 , 0.188588 , 0.244218 
 797 , 0.299164 , 0.268502 , 0.189002 , 0.244484 
 798 , 0.299515 , 0.268862 , 0.189286 , 0.244739 
 799 , 0.299841 , 0.269264 , 0.189522 , 0.244997 
 800 , 0.300176 , 0.269684 , 0.189766 , 0.24526 
 801 , 0.300406 , 0.269946 , 0.190021 , 0.245583 
 802 , 0.300644 , 0.270186 , 0.190332 , 0.245981 
 803 , 0.30089 , 0.270428 , 0.19065 , 0.246396 
 804 , 0.300983 , 0.27056 , 0.190986 , 0.246767 
 805 , 0.301075 , 0.270709 , 0.19139 , 0.247107 
 806 , 0.301189 , 0.270881 , 0.191813 , 0.247457 
 807 , 0.301223 , 0.271058 , 0.19223 , 0.247764 
 808 , 0.30101 , 0.271212 , 0.192604 , 0.24794 
 809 , 0.30075 , 0.271326 , 0.19297 , 0.24812 
 810 , 0.300476 , 0.271448 , 0.193362 , 0.24831 
 811 , 0.300496 , 0.271491 , 0.193685 , 0.24815 
 812 , 0.300707 , 0.271592 , 0.194062 , 0.247967 
 813 , 0.300927 , 0.271696 , 0.194456 , 0.247772 
 814 , 0.301255 , 0.271896 , 0.194754 , 0.247813 
 815 , 0.301353 , 0.272087 , 0.194903 , 0.247967 
 816 , 0.301396 , 0.272282 , 0.195031 , 0.248116 
 817 , 0.301496 , 0.272578 , 0.195278 , 0.248401 
 818 , 0.301689 , 0.273037 , 0.195777 , 0.24895 
 819 , 0.301888 , 0.273472 , 0.196318 , 0.249528 
 820 , 0.302096 , 0.273913 , 0.196871 , 0.250113 
 821 , 0.302483 , 0.274298 , 0.197343 , 0.250441 
 822 , 0.302771 , 0.274609 , 0.197839 , 0.250677 
 823 , 0.303064 , 0.274926 , 0.198345 , 0.250912 
 824 , 0.30347 , 0.275361 , 0.198831 , 0.25126 
 825 , 0.303908 , 0.275998 , 0.199223 , 0.251753 
 826 , 0.304341 , 0.276661 , 0.199611 , 0.252268 
 827 , 0.304746 , 0.277189 , 0.19996 , 0.252746 
 828 , 0.305117 , 0.277379 , 0.200244 , 0.253169 
 829 , 0.305505 , 0.277486 , 0.200533 , 0.253598 
 830 , 0.305906 , 0.277598 , 0.200827 , 0.254041 
 831 , 0.306329 , 0.277861 , 0.20115 , 0.254565 
 832 , 0.306545 , 0.278108 , 0.201433 , 0.25496 
 833 , 0.306753 , 0.278355 , 0.201715 , 0.255354 
 834 , 0.307042 , 0.278799 , 0.202114 , 0.255695 
 835 , 0.307623 , 0.279436 , 0.202656 , 0.256149 
 836 , 0.308224 , 0.280083 , 0.2032 , 0.25662 
 837 , 0.308831 , 0.280582 , 0.203642 , 0.257016 
 838 , 0.309417 , 0.280889 , 0.203909 , 0.257297 
 839 , 0.309995 , 0.28118 , 0.204142 , 0.257553 
 840 , 0.310531 , 0.281455 , 0.204386 , 0.257831 
 841 , 0.310749 , 0.281592 , 0.20471 , 0.258267 
 842 , 0.310886 , 0.281694 , 0.205109 , 0.25872 
 843 , 0.311028 , 0.281796 , 0.205513 , 0.259177 
 844 , 0.311167 , 0.281996 , 0.205942 , 0.259496 
 845 , 0.311455 , 0.282299 , 0.206354 , 0.259789 
 846 , 0.311748 , 0.282611 , 0.206773 , 0.260091 
 847 , 0.311949 , 0.28294 , 0.207111 , 0.260326 
 848 , 0.31207 , 0.283306 , 0.20735 , 0.260534 
 849 , 0.312188 , 0.283686 , 0.207595 , 0.26076 
 850 , 0.312306 , 0.284048 , 0.207847 , 0.261019 
 851 , 0.312393 , 0.284263 , 0.208138 , 0.261373 
 852 , 0.31248 , 0.284461 , 0.20842 , 0.261759 
 853 , 0.312563 , 0.28467 , 0.208704 , 0.262156 
 854 , 0.3129 , 0.284792 , 0.209007 , 0.262512 
 855 , 0.313447 , 0.285054 , 0.209414 , 0.262908 
 856 , 0.314001 , 0.285321 , 0.209824 , 0.263308 
 857 , 0.314211 , 0.285724 , 0.21023 , 0.263783 
 858 , 0.314043 , 0.286118 , 0.210557 , 0.264187 
 859 , 0.313804 , 0.286469 , 0.210859 , 0.264543 
 860 , 0.313697 , 0.286811 , 0.211172 , 0.264809 
 861 , 0.313914 , 0.287084 , 0.211517 , 0.264849 
 862 , 0.314108 , 0.287333 , 0.211904 , 0.264946 
 863 , 0.31431 , 0.287594 , 0.212301 , 0.265043 
 864 , 0.314471 , 0.287771 , 0.212386 , 0.265315 
 865 , 0.314924 , 0.288045 , 0.212389 , 0.265677 
 866 , 0.315388 , 0.288321 , 0.212389 , 0.266051 
 867 , 0.315674 , 0.28847 , 0.212639 , 0.266437 
 868 , 0.315713 , 0.288596 , 0.21304 , 0.266743 
 869 , 0.315702 , 0.288752 , 0.21346 , 0.267021 
 870 , 0.315734 , 0.288946 , 0.213848 , 0.267251 
 871 , 0.315838 , 0.289164 , 0.21423 , 0.267434 
 872 , 0.31593 , 0.289312 , 0.214699 , 0.267685 
 873 , 0.31603 , 0.289472 , 0.215171 , 0.267943 
 874 , 0.316196 , 0.289871 , 0.21547 , 0.268302 
 875 , 0.316491 , 0.290368 , 0.215732 , 0.26866 
 876 , 0.316799 , 0.290883 , 0.216005 , 0.269027 
 877 , 0.317258 , 0.291071 , 0.216307 , 0.269318 
 878 , 0.317734 , 0.291051 , 0.216538 , 0.269536 
 879 , 0.318199 , 0.291001 , 0.216749 , 0.269738 
 880 , 0.318399 , 0.290991 , 0.217056 , 0.269974 
 881 , 0.318271 , 0.291031 , 0.217534 , 0.270301 
 882 , 0.318175 , 0.291069 , 0.218091 , 0.270678 
 883 , 0.318109 , 0.291141 , 0.218644 , 0.271056 
 884 , 0.318249 , 0.291516 , 0.219109 , 0.271385 
 885 , 0.318199 , 0.292056 , 0.21964 , 0.271685 
 886 , 0.318144 , 0.292611 , 0.220188 , 0.271993 
 887 , 0.317978 , 0.292786 , 0.220563 , 0.271818 
 888 , 0.318293 , 0.292846 , 0.220798 , 0.271621 
 889 , 0.318705 , 0.292898 , 0.221026 , 0.271419 
 890 , 0.318757 , 0.292714 , 0.22109 , 0.271407 
 891 , 0.318168 , 0.292283 , 0.221008 , 0.271526 
 892 , 0.317335 , 0.291848 , 0.220948 , 0.271608 
 893 , 0.316569 , 0.291433 , 0.220963 , 0.271674 
 894 , 0.316274 , 0.291231 , 0.221335 , 0.271657 
 895 , 0.316148 , 0.291089 , 0.221838 , 0.27169 
 896 , 0.316019 , 0.29093 , 0.222371 , 0.271718 
 897 , 0.315975 , 0.291347 , 0.222883 , 0.271837 
 898 , 0.315558 , 0.291582 , 0.223214 , 0.271885 
 899 , 0.315081 , 0.291794 , 0.223541 , 0.271921 
 900 , 0.314954 , 0.292131 , 0.223809 , 0.272016 
 901 , 0.315084 , 0.292788 , 0.224027 , 0.27219 
 902 , 0.315214 , 0.293633 , 0.224258 , 0.272389 
 903 , 0.315268 , 0.29429 , 0.224545 , 0.27263 
 904 , 0.315211 , 0.294271 , 0.224988 , 0.272974 
 905 , 0.315382 , 0.29388 , 0.225492 , 0.273325 
 906 , 0.31556 , 0.293477 , 0.226013 , 0.27369 
 907 , 0.314987 , 0.293538 , 0.226267 , 0.274211 
 908 , 0.313796 , 0.293856 , 0.226484 , 0.274867 
 909 , 0.312561 , 0.294189 , 0.226708 , 0.275544 
 910 , 0.312313 , 0.294546 , 0.227102 , 0.275707 
 911 , 0.313019 , 0.294914 , 0.227757 , 0.275393 
 912 , 0.313972 , 0.295291 , 0.228511 , 0.274947 
 913 , 0.315043 , 0.295645 , 0.229212 , 0.274782 
 914 , 0.315888 , 0.295789 , 0.229627 , 0.275126 
 915 , 0.316079 , 0.295666 , 0.229745 , 0.275566 
 916 , 0.316218 , 0.295531 , 0.229847 , 0.276 
 917 , 0.315708 , 0.295327 , 0.229734 , 0.276388 
 918 , 0.315321 , 0.295346 , 0.229638 , 0.276889 
 919 , 0.314933 , 0.295364 , 0.229546 , 0.277402 
 920 , 0.314225 , 0.295246 , 0.2296 , 0.277554 
 921 , 0.31402 , 0.295224 , 0.230055 , 0.277553 
 922 , 0.314012 , 0.295248 , 0.23065 , 0.277535 
 923 , 0.313738 , 0.295214 , 0.231127 , 0.277346 
 924 , 0.313057 , 0.295127 , 0.231402 , 0.27695 
 925 , 0.312251 , 0.295076 , 0.231596 , 0.276511 
 926 , 0.311307 , 0.294785 , 0.23167 , 0.275893 
 927 , 0.310013 , 0.293338 , 0.231 , 0.274587 
 928 , 0.308421 , 0.291833 , 0.230066 , 0.273393 
 929 , 0.306538 , 0.290052 , 0.228972 , 0.271992 
 930 , 0.304573 , 0.287739 , 0.227406 , 0.270473 
 931 , 0.30224 , 0.284093 , 0.225453 , 0.268254 
 932 , 0.299439 , 0.279603 , 0.223135 , 0.265531 
 933 , 0.297093 , 0.276646 , 0.221766 , 0.263985 
 934 , 0.294771 , 0.275735 , 0.221617 , 0.263756 
 935 , 0.291631 , 0.275269 , 0.221766 , 0.263691 
 936 , 0.289361 , 0.275063 , 0.222202 , 0.263519 
 937 , 0.290014 , 0.275641 , 0.223392 , 0.263005 
 938 , 0.29016 , 0.27594 , 0.224519 , 0.262187 
 939 , 0.290313 , 0.276245 , 0.225682 , 0.261342 
 940 , 0.29019 , 0.277686 , 0.225105 , 0.262221 
 941 , 0.289115 , 0.278211 , 0.223123 , 0.262729 
 942 , 0.287923 , 0.278649 , 0.220974 , 0.263194 
 943 , 0.287064 , 0.278222 , 0.220535 , 0.263036 
 944 , 0.286967 , 0.277751 , 0.221585 , 0.262896 
 945 , 0.28727 , 0.277518 , 0.223118 , 0.262959 
 946 , 0.287033 , 0.277279 , 0.224288 , 0.262844 
 947 , 0.285565 , 0.276755 , 0.224847 , 0.262136 
 948 , 0.283263 , 0.275629 , 0.225441 , 0.260712 
 949 , 0.281059 , 0.274618 , 0.226045 , 0.259287 
 950 , 0.279998 , 0.274919 , 0.226726 , 0.257775 
 951 , 0.28066 , 0.276429 , 0.227003 , 0.257396 
 952 , 0.281332 , 0.277951 , 0.227272 , 0.257024 
 953 , 0.283487 , 0.277961 , 0.227206 , 0.257602 
 954 , 0.285391 , 0.276758 , 0.226964 , 0.258165 
 955 , 0.286969 , 0.275222 , 0.226692 , 0.258598 
 956 , 0.287427 , 0.274786 , 0.226445 , 0.259553 
 957 , 0.286044 , 0.275403 , 0.226092 , 0.260618 
 958 , 0.283591 , 0.275911 , 0.225539 , 0.261015 
 959 , 0.281586 , 0.276317 , 0.225193 , 0.261197 
 960 , 0.281249 , 0.276355 , 0.225722 , 0.260645 
 961 , 0.282117 , 0.276925 , 0.227108 , 0.261538 
 962 , 0.282956 , 0.27747 , 0.228446 , 0.262403 
 963 , 0.284505 , 0.278191 , 0.229464 , 0.262919 
 964 , 0.28623 , 0.279166 , 0.229944 , 0.263066 
 965 , 0.28793 , 0.280168 , 0.230275 , 0.263118 
 966 , 0.289852 , 0.281255 , 0.230823 , 0.264072 
 967 , 0.291681 , 0.282226 , 0.231531 , 0.265605 
 968 , 0.29321 , 0.282996 , 0.23225 , 0.267086 
 969 , 0.294076 , 0.283546 , 0.232819 , 0.268311 
 970 , 0.29348 , 0.28353 , 0.233142 , 0.268932 
 971 , 0.292782 , 0.283016 , 0.233644 , 0.269271 
 972 , 0.292083 , 0.282513 , 0.234146 , 0.2696 
 973 , 0.291458 , 0.282716 , 0.234606 , 0.269608 
 974 , 0.291505 , 0.283097 , 0.234931 , 0.26962 
 975 , 0.291639 , 0.283501 , 0.235232 , 0.269626 
 976 , 0.292344 , 0.283434 , 0.235565 , 0.269309 
 977 , 0.293079 , 0.283614 , 0.236133 , 0.269462 
 978 , 0.293669 , 0.284147 , 0.236866 , 0.27008 
 979 , 0.293851 , 0.284429 , 0.237398 , 0.271028 
 980 , 0.293449 , 0.284169 , 0.237454 , 0.272054 
 981 , 0.292992 , 0.283395 , 0.236975 , 0.272008 
 982 , 0.292401 , 0.282764 , 0.236574 , 0.271979 
 983 , 0.290859 , 0.283237 , 0.236706 , 0.272045 
 984 , 0.288898 , 0.284473 , 0.237524 , 0.272913 
 985 , 0.28692 , 0.285748 , 0.238371 , 0.273808 
 986 , 0.287252 , 0.286854 , 0.239445 , 0.273547 
 987 , 0.288811 , 0.287655 , 0.240346 , 0.272744 
 988 , 0.290761 , 0.288322 , 0.241141 , 0.271779 
 989 , 0.292413 , 0.288596 , 0.241046 , 0.271497 
 990 , 0.293643 , 0.288586 , 0.240121 , 0.271993 
 991 , 0.294609 , 0.288683 , 0.239107 , 0.272825 
 992 , 0.295126 , 0.288449 , 0.238299 , 0.273617 
 993 , 0.29415 , 0.287144 , 0.238203 , 0.274213 
 994 , 0.292241 , 0.28519 , 0.238073 , 0.27428 
 995 , 0.290266 , 0.283172 , 0.237938 , 0.274341 
 996 , 0.287643 , 0.281912 , 0.237238 , 0.273227 
 997 , 0.286432 , 0.281182 , 0.236699 , 0.272366 
 998 , 0.285647 , 0.280577 , 0.236208 , 0.271579 
 999 , 0.285284 , 0.281361 , 0.235742 , 0.271169 
 1000 , 0.285236 , 0.283051 , 0.235392 , 0.270838 
 1001 , 0.285277 , 0.284976 , 0.235154 , 0.270341 
 1002 , 0.286305 , 0.285721 , 0.234757 , 0.269767 
 1003 , 0.288885 , 0.284314 , 0.234057 , 0.269334 
 1004 , 0.290498 , 0.283103 , 0.233162 , 0.270199 
 1005 , 0.291947 , 0.281995 , 0.232338 , 0.271176 
 1006 , 0.290668 , 0.282874 , 0.232886 , 0.272906 
 1007 , 0.289356 , 0.282013 , 0.233 , 0.273005 
 1008 , 0.287974 , 0.280842 , 0.233053 , 0.272844 
 1009 , 0.286299 , 0.280138 , 0.232859 , 0.272384 
 1010 , 0.284966 , 0.280261 , 0.232833 , 0.271675 
 1011 , 0.283926 , 0.280917 , 0.232993 , 0.270819 
 1012 , 0.284541 , 0.281088 , 0.232826 , 0.269445 
 1013 , 0.28697 , 0.280747 , 0.232435 , 0.267965 
 1014 , 0.289602 , 0.280414 , 0.232355 , 0.267623 
 1015 , 0.29159 , 0.279935 , 0.231978 , 0.267527 
 1016 , 0.290617 , 0.278919 , 0.230447 , 0.268473 
 1017 , 0.288065 , 0.279631 , 0.228013 , 0.269508 
 1018 , 0.285323 , 0.280424 , 0.225424 , 0.270601 
 1019 , 0.283253 , 0.280438 , 0.225875 , 0.271343 
 1020 , 0.281317 , 0.277728 , 0.22735 , 0.27117 
 1021 , 0.279344 , 0.273695 , 0.229246 , 0.27057 
 1022 , 0.277878 , 0.27126 , 0.230367 , 0.269154 
 1023 , 0.276919 , 0.27025 , 0.230575 , 0.267108 
 1024 , 0.276267 , 0.269959 , 0.230101 , 0.264812 
 1025 , 0.274941 , 0.269465 , 0.228995 , 0.262318 
 1026 , 0.272134 , 0.26873 , 0.226658 , 0.259636 
 1027 , 0.267515 , 0.269072 , 0.224107 , 0.257561 
 1028 , 0.262692 , 0.269221 , 0.221456 , 0.255472 
 1029 , 0.258382 , 0.265875 , 0.219296 , 0.255133 
 1030 , 0.256036 , 0.261914 , 0.218023 , 0.254799 
 1031 , 0.25408 , 0.257585 , 0.216922 , 0.254451 
 1032 , 0.248806 , 0.256099 , 0.216716 , 0.2544 
 1033 , 0.240837 , 0.255533 , 0.216247 , 0.254165 
 1034 , 0.231053 , 0.254952 , 0.215201 , 0.253622 
 1035 , 0.225208 , 0.25388 , 0.213389 , 0.251721 
 1036 , 0.224137 , 0.252276 , 0.210857 , 0.248095 
 1037 , 0.223904 , 0.25066 , 0.208682 , 0.243483 
 1038 , 0.223446 , 0.248723 , 0.205929 , 0.238396 
 1039 , 0.222133 , 0.245751 , 0.201244 , 0.232126 
 1040 , 0.223122 , 0.243529 , 0.196288 , 0.22817 
 1041 , 0.224426 , 0.241201 , 0.190959 , 0.224122 
 1042 , 0.22128 , 0.237118 , 0.190558 , 0.224613 
 1043 , 0.214837 , 0.232394 , 0.190243 , 0.225123 
 1044 , 0.206366 , 0.227139 , 0.189649 , 0.225344 
 1045 , 0.198007 , 0.224586 , 0.18812 , 0.224849 
 1046 , 0.189623 , 0.221923 , 0.186019 , 0.2231 
 1047 , 0.180839 , 0.215532 , 0.183887 , 0.219705 
 1048 , 0.173546 , 0.209931 , 0.180581 , 0.215639 
 1049 , 0.170142 , 0.206427 , 0.174893 , 0.210414 
 1050 , 0.166516 , 0.208373 , 0.166207 , 0.204259 
 1051 , 0.162807 , 0.209952 , 0.157178 , 0.197682 
 1052 , 0.162064 , 0.202097 , 0.148112 , 0.189475 
 1053 , 0.162812 , 0.193206 , 0.14306 , 0.184639 
 1054 , 0.164141 , 0.183317 , 0.138998 , 0.180656 
 1055 , 0.15224 , 0.175501 , 0.135905 , 0.180502 
 1056 , 0.133681 , 0.165909 , 0.131541 , 0.180577 
 1057 , 0.111994 , 0.153381 , 0.125141 , 0.179349 
 1058 , 0.094199 , 0.145879 , 0.121545 , 0.177315 
 1059 , 0.080864 , 0.144505 , 0.120952 , 0.173853 
 1060 , 0.063904 , 0.145061 , 0.118355 , 0.167486 
 1061 , 0.049228 , 0.143318 , 0.113915 , 0.159853 
 1062 , 0.04334 , 0.132302 , 0.102736 , 0.14828 
 1063 , 0.04112 , 0.121338 , 0.093468 , 0.138051 
 1064 , 0.039102 , 0.109461 , 0.083673 , 0.127347 
 1065 , 0.031494 , 0.105021 , 0.075058 , 0.12523 
 1066 , 0.019702 , 0.099936 , 0.064682 , 0.124682 
 1067 , 0.005433 , 0.093732 , 0.052889 , 0.124721 
 1068 , 0 , 0.084592 , 0.048503 , 0.121568 
 1069 , 0 , 0.07384 , 0.048728 , 0.115814 
 1070 , 0 , 0.063104 , 0.049548 , 0.108514 
 1071 , 0 , 0.054705 , 0.048278 , 0.101845 
 1072 , 0 , 0.051596 , 0.042945 , 0.096706 
 1073 , 0 , 0.046188 , 0.037137 , 0.08907 
 1074 , 0 , 0.040848 , 0.030916 , 0.080547 
 1075 , 0 , 0.038004 , 0.024939 , 0.065174 
 1076 , 0 , 0.036749 , 0.018246 , 0.051188 
 1077 , 0 , 0.036101 , 0.01135 , 0.036956 
 1078 , 0 , 0.028716 , 0.007551 , 0.026546 
 1079 , 0 , 0.018193 , 0.004588 , 0.016557 
 1080 , 0 , 0.006165 , 0.001551 , 0.005633 
 1081 , 0 , 0 , 0 , 0 
 1082 , 0 , 0 , 0 , 0 
 1083 , 0 , 0 , 0 , 0 
 1084 , 0 , 0 , 0 , 0 
 1085 , 0 , 0 , 0 , 0 
 1086 , 0 , 0 , 0 , 0 
 1087 , 0 , 0 , 0 , 0 
 1088 , 0 , 0 , 0 , 0 
 1089 , 0 , 0 , 0 , 0 
 1090 , 0 , 0 , 0 , 0 
 1091 , 0 , 0 , 0 , 0 
 1092 , 0 , 0 , 0 , 0 
 1093 , 0 , 0 , 0 , 0 
 1094 , 0 , 0 , 0 , 0 
 1095 , 0 , 0 , 0 , 0 
 1096 , 0 , 0 , 0 , 0 
 1097 , 0 , 0 , 0 , 0 
 1098 , 0 , 0 , 0 , 0 
 1099 , 0 , 0 , 0 , 0 
 1100 , 0 , 0 , 0 , 0 
 1101 , 0 , 0 , 0 , 0 
 1102 , 0 , 0 , 0 , 0 
 1103 , 0 , 0 , 0 , 0 
 1104 , 0 , 0 , 0 , 0 
 1105 , 0 , 0 , 0 , 0 
 1106 , 0 , 0 , 0 , 0 
 1107 , 0 , 0 , 0 , 0 
 1108 , 0 , 0 , 0 , 0 
 1109 , 0 , 0 , 0 , 0 
 1110 , 0 , 0 , 0 , 0 
 1111 , 0 , 0 , 0 , 0 
 1112 , 0 , 0 , 0 , 0 
 1113 , 0 , 0 , 0 , 0 
 1114 , 0 , 0 , 0 , 0 
 1115 , 0 , 0 , 0 , 0 
 1116 , 0 , 0 , 0 , 0 
 1117 , 0 , 0 , 0 , 0 
 1118 , 0 , 0 , 0 , 0 
 1119 , 0 , 0 , 0 , 0 
 1120 , 0 , 0 , 0 , 0 
 1121 , 0 , 0 , 0 , 0 
 1122 , 0 , 0 , 0 , 0 
 1123 , 0 , 0 , 0 , 0 
 1124 , 1.202609 , 0.813755 , 0.723315 , 0.696609 
 1125 , 1.548952 , 1.056427 , 0.937216 , 0.899426 
 1126 , 1.703817 , 1.16852 , 1.030209 , 0.990909 
 1127 , 1.740175 , 1.199006 , 1.051247 , 1.013464 
 1128 , 1.739018 , 1.200939 , 1.049199 , 1.013574 
 1129 , 1.73936 , 1.192933 , 1.04611 , 1.012142 
 1130 , 2.517007 , 1.190476 , 1.047619 , 1.462585 
