JUL12WSG200005.spu,JUL12WSG200004.spu,
 477 , 0.020814 , 0.031954 , 0.035874 , 0.03588 , 0.032509 , 0.061076 , 0.039125 , 0.036676 , 0.053696 , 0.043413 
 478 , 0.020747 , 0.032026 , 0.035943 , 0.036015 , 0.032604 , 0.061279 , 0.039233 , 0.036807 , 0.053923 , 0.043569 
 479 , 0.02068 , 0.032103 , 0.036012 , 0.036145 , 0.032699 , 0.061483 , 0.039348 , 0.036939 , 0.054151 , 0.043725 
 480 , 0.020608 , 0.032134 , 0.03607 , 0.036197 , 0.032736 , 0.061608 , 0.03941 , 0.037003 , 0.054265 , 0.04381 
 481 , 0.020532 , 0.032084 , 0.036104 , 0.036098 , 0.032651 , 0.061586 , 0.039391 , 0.036946 , 0.054208 , 0.043785 
 482 , 0.020457 , 0.032034 , 0.036131 , 0.035999 , 0.032572 , 0.061564 , 0.039366 , 0.036889 , 0.05415 , 0.043759 
 483 , 0.020382 , 0.031984 , 0.036163 , 0.035906 , 0.032493 , 0.061546 , 0.039345 , 0.036831 , 0.054091 , 0.043733 
 484 , 0.020285 , 0.031942 , 0.036157 , 0.035928 , 0.032455 , 0.061542 , 0.039368 , 0.036818 , 0.054105 , 0.043747 
 485 , 0.020191 , 0.031897 , 0.036153 , 0.035957 , 0.03242 , 0.061541 , 0.039391 , 0.036806 , 0.054118 , 0.043761 
 486 , 0.020097 , 0.031857 , 0.036148 , 0.03598 , 0.032384 , 0.06154 , 0.039414 , 0.036794 , 0.05413 , 0.043775 
 487 , 0.020136 , 0.03199 , 0.036315 , 0.036169 , 0.032477 , 0.061838 , 0.039605 , 0.036954 , 0.054375 , 0.043995 
 488 , 0.020243 , 0.032206 , 0.036563 , 0.036438 , 0.032646 , 0.062282 , 0.039883 , 0.037199 , 0.054742 , 0.044316 
 489 , 0.020356 , 0.032418 , 0.036812 , 0.036703 , 0.032815 , 0.062733 , 0.040161 , 0.037449 , 0.055104 , 0.044638 
 490 , 0.020503 , 0.03269 , 0.037145 , 0.037036 , 0.033056 , 0.063272 , 0.040509 , 0.037757 , 0.055584 , 0.045046 
 491 , 0.020742 , 0.033089 , 0.037691 , 0.037504 , 0.033474 , 0.064029 , 0.041027 , 0.038202 , 0.056327 , 0.045645 
 492 , 0.020977 , 0.033491 , 0.038234 , 0.037974 , 0.033889 , 0.064784 , 0.041544 , 0.038655 , 0.057074 , 0.046248 
 493 , 0.021218 , 0.033889 , 0.038776 , 0.038447 , 0.034307 , 0.065544 , 0.042058 , 0.039099 , 0.057821 , 0.04685 
 494 , 0.021391 , 0.034277 , 0.039258 , 0.038939 , 0.034692 , 0.066246 , 0.042536 , 0.039521 , 0.058509 , 0.047393 
 495 , 0.021565 , 0.034662 , 0.039729 , 0.039437 , 0.035067 , 0.066948 , 0.043012 , 0.039943 , 0.059194 , 0.047933 
 496 , 0.021734 , 0.035054 , 0.040209 , 0.039932 , 0.03545 , 0.067647 , 0.043485 , 0.040362 , 0.059884 , 0.048471 
 497 , 0.021936 , 0.035451 , 0.040695 , 0.04044 , 0.035815 , 0.068295 , 0.043928 , 0.040741 , 0.060495 , 0.049001 
 498 , 0.022154 , 0.035862 , 0.041193 , 0.040954 , 0.036176 , 0.068906 , 0.044342 , 0.041091 , 0.061052 , 0.049519 
 499 , 0.022374 , 0.036275 , 0.041693 , 0.04147 , 0.036532 , 0.069518 , 0.044758 , 0.041442 , 0.061617 , 0.050045 
 500 , 0.022611 , 0.036724 , 0.042247 , 0.042018 , 0.036936 , 0.070198 , 0.045228 , 0.041823 , 0.062231 , 0.050614 
 501 , 0.0229 , 0.037301 , 0.042967 , 0.042674 , 0.037485 , 0.071079 , 0.045858 , 0.042312 , 0.063046 , 0.051346 
 502 , 0.023191 , 0.037871 , 0.043687 , 0.043335 , 0.038038 , 0.071962 , 0.046491 , 0.042798 , 0.06386 , 0.052077 
 503 , 0.023477 , 0.038443 , 0.044411 , 0.043994 , 0.038588 , 0.072843 , 0.047123 , 0.043287 , 0.064673 , 0.052813 
 504 , 0.02394 , 0.039228 , 0.045299 , 0.044874 , 0.039304 , 0.073929 , 0.047863 , 0.043942 , 0.065714 , 0.053712 
 505 , 0.024428 , 0.040043 , 0.046211 , 0.045789 , 0.040043 , 0.075055 , 0.048621 , 0.044622 , 0.066793 , 0.054632 
 506 , 0.024914 , 0.040859 , 0.047132 , 0.046707 , 0.040782 , 0.076171 , 0.049374 , 0.045303 , 0.067874 , 0.055559 
 507 , 0.025444 , 0.041708 , 0.048098 , 0.047641 , 0.041566 , 0.077289 , 0.050146 , 0.045984 , 0.068928 , 0.056518 
 508 , 0.026006 , 0.042599 , 0.04911 , 0.04859 , 0.04239 , 0.078402 , 0.050932 , 0.046667 , 0.069956 , 0.057508 
 509 , 0.026573 , 0.043486 , 0.050119 , 0.049542 , 0.043209 , 0.079516 , 0.051711 , 0.047349 , 0.070984 , 0.0585 
 510 , 0.027132 , 0.044373 , 0.05111 , 0.05047 , 0.044016 , 0.080581 , 0.052464 , 0.047998 , 0.071976 , 0.059462 
 511 , 0.027679 , 0.04526 , 0.052028 , 0.051296 , 0.044745 , 0.081445 , 0.05307 , 0.048505 , 0.072781 , 0.060256 
 512 , 0.028223 , 0.046145 , 0.052941 , 0.052129 , 0.045472 , 0.082304 , 0.053669 , 0.049006 , 0.073585 , 0.061053 
 513 , 0.028768 , 0.047032 , 0.053857 , 0.052958 , 0.046206 , 0.083166 , 0.054276 , 0.049516 , 0.074392 , 0.061847 
 514 , 0.029398 , 0.048029 , 0.054899 , 0.053847 , 0.047031 , 0.08403 , 0.054905 , 0.050041 , 0.075275 , 0.06267 
 515 , 0.03004 , 0.049042 , 0.055964 , 0.054752 , 0.047879 , 0.08489 , 0.055538 , 0.05057 , 0.076177 , 0.063495 
 516 , 0.030683 , 0.050057 , 0.057037 , 0.055653 , 0.048722 , 0.085751 , 0.056171 , 0.051093 , 0.077075 , 0.064322 
 517 , 0.031466 , 0.051268 , 0.058295 , 0.056743 , 0.049759 , 0.086834 , 0.056944 , 0.051763 , 0.078115 , 0.065358 
 518 , 0.032422 , 0.052718 , 0.059783 , 0.058061 , 0.051033 , 0.088189 , 0.057889 , 0.052607 , 0.079342 , 0.066657 
 519 , 0.033374 , 0.054176 , 0.061273 , 0.059373 , 0.052308 , 0.089543 , 0.058835 , 0.053446 , 0.080571 , 0.067961 
 520 , 0.034343 , 0.055661 , 0.06279 , 0.06071 , 0.053613 , 0.090938 , 0.059801 , 0.054316 , 0.081835 , 0.069284 
 521 , 0.035449 , 0.057447 , 0.064569 , 0.062243 , 0.055128 , 0.092658 , 0.060967 , 0.055398 , 0.083456 , 0.070822 
 522 , 0.036555 , 0.059232 , 0.066348 , 0.063771 , 0.056642 , 0.094377 , 0.062133 , 0.056476 , 0.085077 , 0.072354 
 523 , 0.037656 , 0.061015 , 0.068132 , 0.065298 , 0.058155 , 0.0961 , 0.063297 , 0.057559 , 0.086694 , 0.07389 
 524 , 0.038813 , 0.062827 , 0.069951 , 0.06681 , 0.059732 , 0.097852 , 0.064466 , 0.058657 , 0.088364 , 0.07545 
 525 , 0.039984 , 0.06465 , 0.071789 , 0.068321 , 0.061333 , 0.099616 , 0.065638 , 0.059763 , 0.09005 , 0.077023 
 526 , 0.041163 , 0.066477 , 0.073622 , 0.069828 , 0.062935 , 0.101381 , 0.066814 , 0.060872 , 0.091732 , 0.078599 
 527 , 0.042311 , 0.068314 , 0.07545 , 0.071338 , 0.064542 , 0.103142 , 0.068 , 0.061978 , 0.093382 , 0.080163 
 528 , 0.043426 , 0.070157 , 0.077254 , 0.072846 , 0.066167 , 0.104882 , 0.0692 , 0.063094 , 0.09496 , 0.081703 
 529 , 0.044541 , 0.07201 , 0.079059 , 0.074357 , 0.067798 , 0.106623 , 0.070397 , 0.064205 , 0.096546 , 0.08325 
 530 , 0.045648 , 0.07385 , 0.080856 , 0.075862 , 0.069413 , 0.10835 , 0.071583 , 0.065312 , 0.09813 , 0.084785 
 531 , 0.046578 , 0.075499 , 0.082551 , 0.077182 , 0.070851 , 0.109899 , 0.072576 , 0.066348 , 0.099584 , 0.086194 
 532 , 0.047513 , 0.077153 , 0.084249 , 0.078501 , 0.072278 , 0.111445 , 0.073563 , 0.067383 , 0.101039 , 0.087608 
 533 , 0.048443 , 0.078811 , 0.085944 , 0.079818 , 0.073713 , 0.112996 , 0.074558 , 0.068418 , 0.102497 , 0.089014 
 534 , 0.049283 , 0.080221 , 0.087412 , 0.080966 , 0.074981 , 0.114294 , 0.075385 , 0.069258 , 0.103721 , 0.090198 
 535 , 0.050085 , 0.081519 , 0.088777 , 0.082026 , 0.076165 , 0.11547 , 0.076137 , 0.070019 , 0.104826 , 0.091273 
 536 , 0.050886 , 0.08282 , 0.090139 , 0.083092 , 0.077344 , 0.116653 , 0.076892 , 0.070778 , 0.105937 , 0.092346 
 537 , 0.051603 , 0.084038 , 0.091424 , 0.084081 , 0.078467 , 0.117755 , 0.077603 , 0.071492 , 0.106996 , 0.093362 
 538 , 0.052142 , 0.085092 , 0.092553 , 0.084933 , 0.079454 , 0.118707 , 0.078246 , 0.072109 , 0.107917 , 0.094254 
 539 , 0.052677 , 0.086152 , 0.093674 , 0.085781 , 0.080447 , 0.119656 , 0.078891 , 0.072721 , 0.108849 , 0.095149 
 540 , 0.053206 , 0.087203 , 0.094801 , 0.086626 , 0.08143 , 0.120608 , 0.079532 , 0.073336 , 0.109777 , 0.096041 
 541 , 0.053737 , 0.088256 , 0.095889 , 0.087508 , 0.082413 , 0.121588 , 0.080147 , 0.074017 , 0.1107 , 0.096959 
 542 , 0.054269 , 0.089297 , 0.096973 , 0.088391 , 0.08339 , 0.122565 , 0.080767 , 0.074704 , 0.111633 , 0.097872 
 543 , 0.054805 , 0.090345 , 0.098064 , 0.089272 , 0.084365 , 0.123539 , 0.081382 , 0.075387 , 0.112563 , 0.098782 
 544 , 0.055309 , 0.091382 , 0.099123 , 0.090095 , 0.085336 , 0.124532 , 0.082012 , 0.076071 , 0.113511 , 0.09971 
 545 , 0.055793 , 0.092403 , 0.100167 , 0.090893 , 0.086305 , 0.125538 , 0.08265 , 0.076754 , 0.114463 , 0.100638 
 546 , 0.056279 , 0.09343 , 0.10121 , 0.091687 , 0.087272 , 0.12654 , 0.083284 , 0.077434 , 0.115418 , 0.10157 
 547 , 0.056723 , 0.094382 , 0.1022 , 0.092427 , 0.088178 , 0.12746 , 0.083876 , 0.078058 , 0.116305 , 0.102434 
 548 , 0.057055 , 0.095183 , 0.103067 , 0.093061 , 0.088945 , 0.128195 , 0.084359 , 0.07856 , 0.117059 , 0.103135 
 549 , 0.057395 , 0.095986 , 0.103934 , 0.093694 , 0.089713 , 0.128928 , 0.084848 , 0.079054 , 0.117813 , 0.103835 
 550 , 0.057736 , 0.096792 , 0.104806 , 0.09433 , 0.090484 , 0.129656 , 0.085339 , 0.079558 , 0.118561 , 0.104538 
 551 , 0.05785 , 0.097222 , 0.10528 , 0.094699 , 0.090942 , 0.130107 , 0.085644 , 0.079878 , 0.119058 , 0.104935 
 552 , 0.057949 , 0.097623 , 0.105712 , 0.095034 , 0.09137 , 0.13053 , 0.085932 , 0.080194 , 0.119523 , 0.105304 
 553 , 0.058047 , 0.098025 , 0.106151 , 0.095377 , 0.091799 , 0.130953 , 0.086212 , 0.080502 , 0.119987 , 0.105666 
 554 , 0.057993 , 0.098178 , 0.106377 , 0.095543 , 0.09199 , 0.131166 , 0.086342 , 0.080648 , 0.120224 , 0.105868 
 555 , 0.057827 , 0.09818 , 0.10647 , 0.095607 , 0.092009 , 0.131223 , 0.086347 , 0.080669 , 0.120299 , 0.105954 
 556 , 0.05766 , 0.098175 , 0.106562 , 0.095671 , 0.092028 , 0.131279 , 0.086351 , 0.08069 , 0.120365 , 0.106039 
 557 , 0.057454 , 0.098098 , 0.106576 , 0.095687 , 0.092006 , 0.131279 , 0.086331 , 0.080687 , 0.120391 , 0.106068 
 558 , 0.057075 , 0.097762 , 0.10631 , 0.095517 , 0.091843 , 0.131077 , 0.086224 , 0.080605 , 0.120254 , 0.105902 
 559 , 0.056696 , 0.097426 , 0.106042 , 0.095347 , 0.09168 , 0.130868 , 0.08611 , 0.080517 , 0.12012 , 0.105742 
 560 , 0.056317 , 0.097091 , 0.105767 , 0.095169 , 0.091517 , 0.130659 , 0.086004 , 0.080429 , 0.119993 , 0.105583 
 561 , 0.055879 , 0.096571 , 0.105401 , 0.094936 , 0.091193 , 0.130457 , 0.085869 , 0.080331 , 0.119885 , 0.105386 
 562 , 0.055426 , 0.096021 , 0.105025 , 0.094695 , 0.090841 , 0.130254 , 0.085729 , 0.080229 , 0.11978 , 0.105192 
 563 , 0.054975 , 0.095471 , 0.10464 , 0.094453 , 0.090496 , 0.130058 , 0.085596 , 0.080134 , 0.119674 , 0.104997 
 564 , 0.054417 , 0.094812 , 0.104148 , 0.094138 , 0.090035 , 0.129755 , 0.085393 , 0.079926 , 0.11942 , 0.104693 
 565 , 0.05378 , 0.094038 , 0.103538 , 0.093744 , 0.089481 , 0.129369 , 0.085134 , 0.079627 , 0.119041 , 0.104314 
 566 , 0.053147 , 0.09326 , 0.102929 , 0.093358 , 0.088928 , 0.128989 , 0.084873 , 0.079327 , 0.118653 , 0.103933 
 567 , 0.052503 , 0.092464 , 0.102292 , 0.092941 , 0.088348 , 0.128577 , 0.084597 , 0.079012 , 0.118272 , 0.10353 
 568 , 0.051807 , 0.091553 , 0.101524 , 0.092405 , 0.087641 , 0.128046 , 0.084248 , 0.078662 , 0.117882 , 0.103036 
 569 , 0.051108 , 0.090641 , 0.100758 , 0.09187 , 0.086933 , 0.127519 , 0.083894 , 0.078309 , 0.117483 , 0.102531 
 570 , 0.050413 , 0.089733 , 0.099985 , 0.091334 , 0.086218 , 0.126986 , 0.083544 , 0.077961 , 0.117084 , 0.102031 
 571 , 0.049687 , 0.088791 , 0.099098 , 0.090764 , 0.085534 , 0.126444 , 0.083177 , 0.077599 , 0.116645 , 0.101521 
 572 , 0.048962 , 0.087848 , 0.098183 , 0.090194 , 0.084854 , 0.125906 , 0.08281 , 0.077239 , 0.116197 , 0.101026 
 573 , 0.048235 , 0.086902 , 0.09727 , 0.089622 , 0.084167 , 0.125368 , 0.082432 , 0.076883 , 0.115757 , 0.100526 
 574 , 0.047552 , 0.086 , 0.09645 , 0.089082 , 0.083464 , 0.124824 , 0.082061 , 0.076514 , 0.115302 , 0.100007 
 575 , 0.046919 , 0.085122 , 0.095721 , 0.088566 , 0.082732 , 0.124273 , 0.081698 , 0.076131 , 0.114826 , 0.099468 
 576 , 0.04629 , 0.084239 , 0.094999 , 0.088047 , 0.082001 , 0.123723 , 0.081331 , 0.075746 , 0.114351 , 0.098925 
 577 , 0.045664 , 0.083352 , 0.094261 , 0.087523 , 0.081276 , 0.12315 , 0.080944 , 0.075355 , 0.113859 , 0.09837 
 578 , 0.045077 , 0.082418 , 0.093455 , 0.086948 , 0.080585 , 0.122463 , 0.080461 , 0.074922 , 0.113306 , 0.097779 
 579 , 0.044491 , 0.081483 , 0.092647 , 0.086381 , 0.07989 , 0.121779 , 0.079978 , 0.074488 , 0.112747 , 0.097197 
 580 , 0.043896 , 0.080554 , 0.091834 , 0.085806 , 0.079189 , 0.121099 , 0.079493 , 0.074053 , 0.112191 , 0.096613 
 581 , 0.043198 , 0.079444 , 0.090762 , 0.084996 , 0.078265 , 0.12001 , 0.078794 , 0.073363 , 0.111256 , 0.095712 
 582 , 0.042469 , 0.078287 , 0.089621 , 0.084136 , 0.07728 , 0.118808 , 0.078035 , 0.07261 , 0.110216 , 0.094722 
 583 , 0.041739 , 0.077129 , 0.088476 , 0.083268 , 0.076297 , 0.11761 , 0.07728 , 0.071855 , 0.109178 , 0.09373 
 584 , 0.040975 , 0.075856 , 0.087202 , 0.082267 , 0.075176 , 0.116222 , 0.07638 , 0.07096 , 0.107932 , 0.092558 
 585 , 0.040167 , 0.074452 , 0.08577 , 0.081093 , 0.073891 , 0.114619 , 0.07532 , 0.069903 , 0.10644 , 0.091174 
 586 , 0.039366 , 0.073045 , 0.084336 , 0.079919 , 0.072605 , 0.113013 , 0.074264 , 0.068841 , 0.104945 , 0.08979 
 587 , 0.038564 , 0.071653 , 0.082926 , 0.078762 , 0.071331 , 0.111411 , 0.073218 , 0.067792 , 0.10346 , 0.08842 
 588 , 0.037779 , 0.070376 , 0.081624 , 0.077743 , 0.070132 , 0.109876 , 0.072256 , 0.066787 , 0.102052 , 0.087178 
 589 , 0.036992 , 0.069099 , 0.080328 , 0.07672 , 0.068937 , 0.108345 , 0.071292 , 0.06578 , 0.10064 , 0.085942 
 590 , 0.036208 , 0.067821 , 0.079032 , 0.075697 , 0.067743 , 0.106811 , 0.070329 , 0.064777 , 0.099231 , 0.084703 
 591 , 0.035705 , 0.066912 , 0.078112 , 0.075008 , 0.066941 , 0.105785 , 0.069704 , 0.06409 , 0.098248 , 0.083815 
 592 , 0.03529 , 0.066119 , 0.0773 , 0.074422 , 0.066253 , 0.104906 , 0.069184 , 0.063509 , 0.097403 , 0.083034 
 593 , 0.034871 , 0.06533 , 0.076492 , 0.073831 , 0.065568 , 0.104029 , 0.068659 , 0.062924 , 0.096555 , 0.082256 
 594 , 0.034505 , 0.064668 , 0.075811 , 0.07337 , 0.064991 , 0.103349 , 0.068239 , 0.062457 , 0.09588 , 0.081622 
 595 , 0.034213 , 0.064187 , 0.075307 , 0.073082 , 0.064571 , 0.10293 , 0.067972 , 0.062163 , 0.095441 , 0.081196 
 596 , 0.033915 , 0.063702 , 0.074798 , 0.072799 , 0.064147 , 0.102517 , 0.067699 , 0.061863 , 0.095002 , 0.080771 
 597 , 0.033625 , 0.063229 , 0.074301 , 0.072521 , 0.06373 , 0.102108 , 0.067426 , 0.061569 , 0.094574 , 0.080357 
 598 , 0.033433 , 0.062855 , 0.07394 , 0.072337 , 0.063376 , 0.101804 , 0.067211 , 0.061302 , 0.094288 , 0.08003 
 599 , 0.033243 , 0.062479 , 0.07358 , 0.072152 , 0.063026 , 0.101507 , 0.066999 , 0.061034 , 0.094017 , 0.079704 
 600 , 0.033054 , 0.062104 , 0.073215 , 0.071967 , 0.062672 , 0.101208 , 0.066782 , 0.060771 , 0.09374 , 0.079378 
 601 , 0.032821 , 0.06173 , 0.072881 , 0.071794 , 0.06229 , 0.100894 , 0.066588 , 0.060519 , 0.093441 , 0.079045 
 602 , 0.032574 , 0.06134 , 0.072555 , 0.071634 , 0.061898 , 0.100583 , 0.066406 , 0.060267 , 0.093138 , 0.07871 
 603 , 0.032329 , 0.060956 , 0.072225 , 0.071479 , 0.061508 , 0.100267 , 0.066223 , 0.060021 , 0.092835 , 0.078371 
 604 , 0.032101 , 0.060544 , 0.071853 , 0.071282 , 0.061099 , 0.099925 , 0.065999 , 0.059745 , 0.092523 , 0.078023 
 605 , 0.031887 , 0.060088 , 0.071399 , 0.071028 , 0.060652 , 0.099534 , 0.065724 , 0.059436 , 0.092207 , 0.077664 
 606 , 0.031679 , 0.059627 , 0.07095 , 0.070773 , 0.06021 , 0.09914 , 0.065448 , 0.059121 , 0.091889 , 0.077304 
 607 , 0.03146 , 0.059163 , 0.070486 , 0.070513 , 0.059754 , 0.098742 , 0.065167 , 0.058807 , 0.091565 , 0.076934 
 608 , 0.031123 , 0.058593 , 0.069896 , 0.070065 , 0.059215 , 0.098195 , 0.064754 , 0.058413 , 0.091112 , 0.076412 
 609 , 0.030785 , 0.058027 , 0.069301 , 0.069616 , 0.058667 , 0.097655 , 0.064337 , 0.058021 , 0.090662 , 0.075882 
 610 , 0.030448 , 0.057463 , 0.068709 , 0.069168 , 0.058127 , 0.097111 , 0.06392 , 0.057631 , 0.090211 , 0.07536 
 611 , 0.030136 , 0.056915 , 0.06812 , 0.068722 , 0.057624 , 0.096559 , 0.063538 , 0.057248 , 0.089742 , 0.074846 
 612 , 0.029837 , 0.056383 , 0.067531 , 0.068274 , 0.057136 , 0.096005 , 0.06317 , 0.056885 , 0.089277 , 0.074345 
 613 , 0.029535 , 0.055848 , 0.066944 , 0.067832 , 0.056651 , 0.095453 , 0.062807 , 0.056518 , 0.088807 , 0.07384 
 614 , 0.029255 , 0.05536 , 0.066428 , 0.067439 , 0.056228 , 0.094989 , 0.062505 , 0.056212 , 0.08842 , 0.073436 
 615 , 0.029004 , 0.054944 , 0.066034 , 0.067143 , 0.055911 , 0.094689 , 0.062316 , 0.056027 , 0.088183 , 0.073195 
 616 , 0.02875 , 0.054533 , 0.065641 , 0.066848 , 0.055592 , 0.094391 , 0.062126 , 0.05584 , 0.087941 , 0.072955 
 617 , 0.028503 , 0.054119 , 0.065245 , 0.066554 , 0.055281 , 0.094095 , 0.061943 , 0.055654 , 0.087701 , 0.072716 
 618 , 0.028435 , 0.053905 , 0.065034 , 0.066443 , 0.055177 , 0.094047 , 0.061911 , 0.055634 , 0.087733 , 0.072683 
 619 , 0.028367 , 0.053695 , 0.064821 , 0.06633 , 0.055078 , 0.093997 , 0.061876 , 0.055609 , 0.087761 , 0.07265 
 620 , 0.028294 , 0.053485 , 0.064607 , 0.066211 , 0.054973 , 0.093953 , 0.061841 , 0.055588 , 0.087784 , 0.072617 
 621 , 0.028241 , 0.053321 , 0.064409 , 0.066114 , 0.054899 , 0.093908 , 0.061811 , 0.055551 , 0.08779 , 0.072594 
 622 , 0.028194 , 0.053175 , 0.064216 , 0.066015 , 0.054837 , 0.093862 , 0.061791 , 0.0555 , 0.087786 , 0.072585 
 623 , 0.028153 , 0.053028 , 0.064022 , 0.065916 , 0.054775 , 0.093811 , 0.061766 , 0.055443 , 0.087783 , 0.07257 
 624 , 0.028101 , 0.052903 , 0.063873 , 0.065857 , 0.054745 , 0.093784 , 0.061758 , 0.055403 , 0.087813 , 0.072576 
 625 , 0.028053 , 0.052819 , 0.063826 , 0.06589 , 0.054784 , 0.093795 , 0.061798 , 0.055389 , 0.087923 , 0.072631 
 626 , 0.028 , 0.052743 , 0.06378 , 0.065926 , 0.054825 , 0.093804 , 0.06184 , 0.055383 , 0.088038 , 0.072688 
 627 , 0.027953 , 0.052661 , 0.063735 , 0.065962 , 0.054866 , 0.093814 , 0.061883 , 0.055373 , 0.088148 , 0.072741 
 628 , 0.027967 , 0.052579 , 0.063705 , 0.065984 , 0.054863 , 0.093893 , 0.061933 , 0.055406 , 0.088311 , 0.072827 
 629 , 0.027984 , 0.05249 , 0.063671 , 0.066009 , 0.054865 , 0.093973 , 0.061981 , 0.055441 , 0.088472 , 0.072914 
 630 , 0.027996 , 0.052406 , 0.063642 , 0.066029 , 0.054868 , 0.094052 , 0.062031 , 0.055475 , 0.088638 , 0.073002 
 631 , 0.028 , 0.05237 , 0.063622 , 0.066063 , 0.05489 , 0.094173 , 0.062096 , 0.055555 , 0.088827 , 0.073116 
 632 , 0.028004 , 0.052352 , 0.063603 , 0.06609 , 0.054919 , 0.094316 , 0.062179 , 0.055665 , 0.08904 , 0.07325 
 633 , 0.028004 , 0.052334 , 0.063588 , 0.066116 , 0.054948 , 0.09446 , 0.062257 , 0.055775 , 0.089254 , 0.073378 
