INSTRUMENT,VEGETATION,LOCATION,REPLICATE,SC_HEIGHT,FILENAME,NOTES,definition,NDVI
Unispec-SC,Heath,H1,4,1,area match1400004.spu,NA,Greenseeker,0.5929161328592002
Unispec-SC,Heath,H1,4,1,area match1400004.spu,NA,MODIS,0.6068678742488023
Unispec-SC,Heath,H1,4,1,area match1400004.spu,NA,RapidSCAN,0.6146460175626367
Unispec-SC,Heath,H1,4,1,area match1400004.spu,NA,ToolikEDC,0.598171842819224
Unispec-SC,Heath,H1,5,1,area match1400005.spu,NA,Greenseeker,0.5932266524995498
Unispec-SC,Heath,H1,5,1,area match1400005.spu,NA,MODIS,0.6068447258818943
Unispec-SC,Heath,H1,5,1,area match1400005.spu,NA,RapidSCAN,0.6151540634366173
Unispec-SC,Heath,H1,5,1,area match1400005.spu,NA,ToolikEDC,0.5982288925674393
Unispec-SC,Heath,H1,6,1,area match1400006.spu,NA,Greenseeker,0.5930163770616921
Unispec-SC,Heath,H1,6,1,area match1400006.spu,NA,MODIS,0.6066609079655669
Unispec-SC,Heath,H1,6,1,area match1400006.spu,NA,RapidSCAN,0.6148249836902917
Unispec-SC,Heath,H1,6,1,area match1400006.spu,NA,ToolikEDC,0.5982233820681955
Unispec-SC,Heath,H1,7,1,area match1400007.spu,NA,Greenseeker,0.5927736020762413
Unispec-SC,Heath,H1,7,1,area match1400007.spu,NA,MODIS,0.6067073031645964
Unispec-SC,Heath,H1,7,1,area match1400007.spu,NA,RapidSCAN,0.6152454692471575
Unispec-SC,Heath,H1,7,1,area match1400007.spu,NA,ToolikEDC,0.5982435195290654
Unispec-SC,Heath,H1,8,1,area match1400008.spu,NA,Greenseeker,0.5932294679115827
Unispec-SC,Heath,H1,8,1,area match1400008.spu,NA,MODIS,0.6070037547420052
Unispec-SC,Heath,H1,8,1,area match1400008.spu,NA,RapidSCAN,0.6147681669444959
Unispec-SC,Heath,H1,8,1,area match1400008.spu,NA,ToolikEDC,0.5983800273941448
Unispec-SC,Heath,H1,9,1,area match1400009.spu,NA,Greenseeker,0.5930360287935785
Unispec-SC,Heath,H1,9,1,area match1400009.spu,NA,MODIS,0.6068558891230292
Unispec-SC,Heath,H1,9,1,area match1400009.spu,NA,RapidSCAN,0.6157467341414616
Unispec-SC,Heath,H1,9,1,area match1400009.spu,NA,ToolikEDC,0.598205314361272
Unispec-SC,Heath,H1,10,1,area match1400010.spu,NA,Greenseeker,0.5927589868228045
Unispec-SC,Heath,H1,10,1,area match1400010.spu,NA,MODIS,0.6069274833823215
Unispec-SC,Heath,H1,10,1,area match1400010.spu,NA,RapidSCAN,0.6148465019531613
Unispec-SC,Heath,H1,10,1,area match1400010.spu,NA,ToolikEDC,0.5984145368528693
Unispec-SC,Heath,H2,1,1,area match1600001.spu,NA,Greenseeker,0.6703171170961143
Unispec-SC,Heath,H2,1,1,area match1600001.spu,NA,MODIS,0.6864744941499424
Unispec-SC,Heath,H2,1,1,area match1600001.spu,NA,RapidSCAN,0.682539312347313
Unispec-SC,Heath,H2,1,1,area match1600001.spu,NA,ToolikEDC,0.6726273004041993
Unispec-SC,Heath,H2,2,1,area match1600002.spu,NA,Greenseeker,0.670318949124124
Unispec-SC,Heath,H2,2,1,area match1600002.spu,NA,MODIS,0.6864451254262466
Unispec-SC,Heath,H2,2,1,area match1600002.spu,NA,RapidSCAN,0.6818529750322834
Unispec-SC,Heath,H2,2,1,area match1600002.spu,NA,ToolikEDC,0.6725517097762044
Unispec-SC,Heath,H2,3,1,area match1600003.spu,NA,Greenseeker,0.6704966273335166
Unispec-SC,Heath,H2,3,1,area match1600003.spu,NA,MODIS,0.6865269218665075
Unispec-SC,Heath,H2,3,1,area match1600003.spu,NA,RapidSCAN,0.6824132542882725
Unispec-SC,Heath,H2,3,1,area match1600003.spu,NA,ToolikEDC,0.6726294122722491
Unispec-SC,Heath,H2,4,1,area match1600004.spu,NA,Greenseeker,0.6700662286480533
Unispec-SC,Heath,H2,4,1,area match1600004.spu,NA,MODIS,0.6862826999688639
Unispec-SC,Heath,H2,4,1,area match1600004.spu,NA,RapidSCAN,0.6817479081974113
Unispec-SC,Heath,H2,4,1,area match1600004.spu,NA,ToolikEDC,0.6724058566975687
Unispec-SC,Heath,H2,5,1,area match1600005.spu,NA,Greenseeker,0.6698181733318942
Unispec-SC,Heath,H2,5,1,area match1600005.spu,NA,MODIS,0.6864753343263618
Unispec-SC,Heath,H2,5,1,area match1600005.spu,NA,RapidSCAN,0.6822297820151554
Unispec-SC,Heath,H2,5,1,area match1600005.spu,NA,ToolikEDC,0.6728013128164304
Unispec-SC,Heath,H2,6,1,area match1600006.spu,NA,Greenseeker,0.670672536885808
Unispec-SC,Heath,H2,6,1,area match1600006.spu,NA,MODIS,0.6868025374766474
Unispec-SC,Heath,H2,6,1,area match1600006.spu,NA,RapidSCAN,0.6822409166430634
Unispec-SC,Heath,H2,6,1,area match1600006.spu,NA,ToolikEDC,0.6730282969593099
Unispec-SC,Heath,H2,7,1,area match1600007.spu,NA,Greenseeker,0.6711699681846683
Unispec-SC,Heath,H2,7,1,area match1600007.spu,NA,MODIS,0.6875135021022748
Unispec-SC,Heath,H2,7,1,area match1600007.spu,NA,RapidSCAN,0.6829300165818215
Unispec-SC,Heath,H2,7,1,area match1600007.spu,NA,ToolikEDC,0.6736126180098433
Unispec-SC,Heath,H2,8,1,area match1600008.spu,NA,Greenseeker,0.6702544288109644
Unispec-SC,Heath,H2,8,1,area match1600008.spu,NA,MODIS,0.6866198647397309
Unispec-SC,Heath,H2,8,1,area match1600008.spu,NA,RapidSCAN,0.6824717842178364
Unispec-SC,Heath,H2,8,1,area match1600008.spu,NA,ToolikEDC,0.6728099019421446
Unispec-SC,Heath,H2,9,1,area match1600009.spu,NA,Greenseeker,0.6699357654183415
Unispec-SC,Heath,H2,9,1,area match1600009.spu,NA,MODIS,0.6866182212822314
Unispec-SC,Heath,H2,9,1,area match1600009.spu,NA,RapidSCAN,0.6824604279995445
Unispec-SC,Heath,H2,9,1,area match1600009.spu,NA,ToolikEDC,0.6729178968011932
Unispec-SC,Heath,H2,10,1,area match1600010.spu,NA,Greenseeker,0.669843982756451
Unispec-SC,Heath,H2,10,1,area match1600010.spu,NA,MODIS,0.6865128779843132
Unispec-SC,Heath,H2,10,1,area match1600010.spu,NA,RapidSCAN,0.6817833111776109
Unispec-SC,Heath,H2,10,1,area match1600010.spu,NA,ToolikEDC,0.6730033785808506
Unispec-SC,Heath,H3,1,1,area match1800001.spu,NA,Greenseeker,0.5121700683310257
Unispec-SC,Heath,H3,1,1,area match1800001.spu,NA,MODIS,0.538405763086694
Unispec-SC,Heath,H3,1,1,area match1800001.spu,NA,RapidSCAN,0.5265339038103984
Unispec-SC,Heath,H3,1,1,area match1800001.spu,NA,ToolikEDC,0.5348819076152147
Unispec-SC,Heath,H3,2,1,area match1800002.spu,NA,Greenseeker,0.5275156752433898
Unispec-SC,Heath,H3,2,1,area match1800002.spu,NA,MODIS,0.5521049796322797
Unispec-SC,Heath,H3,2,1,area match1800002.spu,NA,RapidSCAN,0.5425791975024739
Unispec-SC,Heath,H3,2,1,area match1800002.spu,NA,ToolikEDC,0.5473256122520098
Unispec-SC,Heath,H3,3,1,area match1800003.spu,NA,Greenseeker,0.5270653849139031
Unispec-SC,Heath,H3,3,1,area match1800003.spu,NA,MODIS,0.5514326939062386
Unispec-SC,Heath,H3,3,1,area match1800003.spu,NA,RapidSCAN,0.5419193324061196
Unispec-SC,Heath,H3,3,1,area match1800003.spu,NA,ToolikEDC,0.5466637456886988
Unispec-SC,Heath,H3,4,1,area match1800004.spu,NA,Greenseeker,0.5287628794689165
Unispec-SC,Heath,H3,4,1,area match1800004.spu,NA,MODIS,0.5530866368573584
Unispec-SC,Heath,H3,4,1,area match1800004.spu,NA,RapidSCAN,0.5433614564831261
Unispec-SC,Heath,H3,4,1,area match1800004.spu,NA,ToolikEDC,0.5480253725964467
Unispec-SC,Heath,H3,5,1,area match1800005.spu,NA,Greenseeker,0.5315176861139751
Unispec-SC,Heath,H3,5,1,area match1800005.spu,NA,MODIS,0.5560387713264624
Unispec-SC,Heath,H3,5,1,area match1800005.spu,NA,RapidSCAN,0.5465347139497235
Unispec-SC,Heath,H3,5,1,area match1800005.spu,NA,ToolikEDC,0.5507442140221617
Unispec-SC,Heath,H3,6,1,area match1800006.spu,NA,Greenseeker,0.5308663241860064
Unispec-SC,Heath,H3,6,1,area match1800006.spu,NA,MODIS,0.5550517413503769
Unispec-SC,Heath,H3,6,1,area match1800006.spu,NA,RapidSCAN,0.5457628442183587
Unispec-SC,Heath,H3,6,1,area match1800006.spu,NA,ToolikEDC,0.5500474384850178
Unispec-SC,Heath,H3,7,1,area match1800007.spu,NA,Greenseeker,0.5318577578450506
Unispec-SC,Heath,H3,7,1,area match1800007.spu,NA,MODIS,0.555107481032984
Unispec-SC,Heath,H3,7,1,area match1800007.spu,NA,RapidSCAN,0.5455711596448265
Unispec-SC,Heath,H3,7,1,area match1800007.spu,NA,ToolikEDC,0.5498730795168488
Unispec-SC,Heath,H3,8,1,area match1800008.spu,NA,Greenseeker,0.5279187817258884
Unispec-SC,Heath,H3,8,1,area match1800008.spu,NA,MODIS,0.55229256318264
Unispec-SC,Heath,H3,8,1,area match1800008.spu,NA,RapidSCAN,0.5425034517820085
Unispec-SC,Heath,H3,8,1,area match1800008.spu,NA,ToolikEDC,0.5473243598869934
Unispec-SC,Heath,H3,9,1,area match1800009.spu,NA,Greenseeker,0.5305578987412958
Unispec-SC,Heath,H3,9,1,area match1800009.spu,NA,MODIS,0.5547303377983684
Unispec-SC,Heath,H3,9,1,area match1800009.spu,NA,RapidSCAN,0.5451678056608471
Unispec-SC,Heath,H3,9,1,area match1800009.spu,NA,ToolikEDC,0.549744975439882
Unispec-SC,Heath,H3,10,1,area match1800010.spu,NA,Greenseeker,0.5352052284154438
Unispec-SC,Heath,H3,10,1,area match1800010.spu,NA,MODIS,0.5596984348100883
Unispec-SC,Heath,H3,10,1,area match1800010.spu,NA,RapidSCAN,0.5495545382274735
Unispec-SC,Heath,H3,10,1,area match1800010.spu,NA,ToolikEDC,0.554716689817494
Unispec-DC,Tussock,T1,1,NA,2019-06-26_COMP_00013.spu,NA,Greenseeker,0.6314022537225381
Unispec-DC,Tussock,T1,1,NA,2019-06-26_COMP_00013.spu,NA,MODIS,0.702225485685648
Unispec-DC,Tussock,T1,1,NA,2019-06-26_COMP_00013.spu,NA,RapidSCAN,0.6544592034983754
Unispec-DC,Tussock,T1,1,NA,2019-06-26_COMP_00013.spu,NA,ToolikEDC,0.6900012041394696
Unispec-DC,Tussock,T1,2,NA,2019-06-26_COMP_00014.spu,NA,Greenseeker,0.6307719529316149
Unispec-DC,Tussock,T1,2,NA,2019-06-26_COMP_00014.spu,NA,MODIS,0.7017191236928705
Unispec-DC,Tussock,T1,2,NA,2019-06-26_COMP_00014.spu,NA,RapidSCAN,0.653557498375349
Unispec-DC,Tussock,T1,2,NA,2019-06-26_COMP_00014.spu,NA,ToolikEDC,0.6896308550896794
Unispec-DC,Tussock,T1,3,NA,2019-06-26_COMP_00015.spu,NA,Greenseeker,0.631805020137538
Unispec-DC,Tussock,T1,3,NA,2019-06-26_COMP_00015.spu,NA,MODIS,0.7023684888836832
Unispec-DC,Tussock,T1,3,NA,2019-06-26_COMP_00015.spu,NA,RapidSCAN,0.6547486088461324
Unispec-DC,Tussock,T1,3,NA,2019-06-26_COMP_00015.spu,NA,ToolikEDC,0.6900281984680251
Unispec-DC,Tussock,T1,4,NA,2019-06-26_COMP_00016.spu,NA,Greenseeker,0.6313059146037021
Unispec-DC,Tussock,T1,4,NA,2019-06-26_COMP_00016.spu,NA,MODIS,0.7023159709455462
Unispec-DC,Tussock,T1,4,NA,2019-06-26_COMP_00016.spu,NA,RapidSCAN,0.6543612979020825
Unispec-DC,Tussock,T1,4,NA,2019-06-26_COMP_00016.spu,NA,ToolikEDC,0.690041481055317
Unispec-DC,Tussock,T1,5,NA,2019-06-26_COMP_00017.spu,NA,Greenseeker,0.6305139049232756
Unispec-DC,Tussock,T1,5,NA,2019-06-26_COMP_00017.spu,NA,MODIS,0.7016769088316236
Unispec-DC,Tussock,T1,5,NA,2019-06-26_COMP_00017.spu,NA,RapidSCAN,0.6537685456348082
Unispec-DC,Tussock,T1,5,NA,2019-06-26_COMP_00017.spu,NA,ToolikEDC,0.6892963322918694
Unispec-DC,Tussock,T1,6,NA,2019-06-26_COMP_00018.spu,NA,Greenseeker,0.6315771095226418
Unispec-DC,Tussock,T1,6,NA,2019-06-26_COMP_00018.spu,NA,MODIS,0.7025227605105383
Unispec-DC,Tussock,T1,6,NA,2019-06-26_COMP_00018.spu,NA,RapidSCAN,0.6545520416979204
Unispec-DC,Tussock,T1,6,NA,2019-06-26_COMP_00018.spu,NA,ToolikEDC,0.690121286873709
Unispec-DC,Tussock,T1,7,NA,2019-06-26_COMP_00019.spu,NA,Greenseeker,0.6305752448675529
Unispec-DC,Tussock,T1,7,NA,2019-06-26_COMP_00019.spu,NA,MODIS,0.7018633515952275
Unispec-DC,Tussock,T1,7,NA,2019-06-26_COMP_00019.spu,NA,RapidSCAN,0.6541658838030576
Unispec-DC,Tussock,T1,7,NA,2019-06-26_COMP_00019.spu,NA,ToolikEDC,0.6893314040673222
Unispec-DC,Tussock,T1,8,NA,2019-06-26_COMP_00020.spu,NA,Greenseeker,0.627268945117698
Unispec-DC,Tussock,T1,8,NA,2019-06-26_COMP_00020.spu,NA,MODIS,0.6995483973402243
Unispec-DC,Tussock,T1,8,NA,2019-06-26_COMP_00020.spu,NA,RapidSCAN,0.651011931093482
Unispec-DC,Tussock,T1,8,NA,2019-06-26_COMP_00020.spu,NA,ToolikEDC,0.687424974427027
Unispec-DC,Tussock,T1,9,NA,2019-06-26_COMP_00021.spu,NA,Greenseeker,0.637716735910319
Unispec-DC,Tussock,T1,9,NA,2019-06-26_COMP_00021.spu,NA,MODIS,0.7065943769877154
Unispec-DC,Tussock,T1,9,NA,2019-06-26_COMP_00021.spu,NA,RapidSCAN,0.6609151399431459
Unispec-DC,Tussock,T1,9,NA,2019-06-26_COMP_00021.spu,NA,ToolikEDC,0.6931359316482848
Unispec-DC,Tussock,T1,10,NA,2019-06-26_COMP_00022.spu,NA,Greenseeker,0.634843172482797
Unispec-DC,Tussock,T1,10,NA,2019-06-26_COMP_00022.spu,NA,MODIS,0.7045404522998159
Unispec-DC,Tussock,T1,10,NA,2019-06-26_COMP_00022.spu,NA,RapidSCAN,0.6586286370103666
Unispec-DC,Tussock,T1,10,NA,2019-06-26_COMP_00022.spu,NA,ToolikEDC,0.6913225561183364
Unispec-DC,Tussock,T2,1,NA,2019-06-26_COMP_00023.spu,NA,Greenseeker,0.5394983765404318
Unispec-DC,Tussock,T2,1,NA,2019-06-26_COMP_00023.spu,NA,MODIS,0.6338564500642958
Unispec-DC,Tussock,T2,1,NA,2019-06-26_COMP_00023.spu,NA,RapidSCAN,0.5670633156643177
Unispec-DC,Tussock,T2,1,NA,2019-06-26_COMP_00023.spu,NA,ToolikEDC,0.6270175295721859
Unispec-DC,Tussock,T2,2,NA,2019-06-26_COMP_00024.spu,NA,Greenseeker,0.5402347436842297
Unispec-DC,Tussock,T2,2,NA,2019-06-26_COMP_00024.spu,NA,MODIS,0.6351035893523689
Unispec-DC,Tussock,T2,2,NA,2019-06-26_COMP_00024.spu,NA,RapidSCAN,0.5683154123502984
Unispec-DC,Tussock,T2,2,NA,2019-06-26_COMP_00024.spu,NA,ToolikEDC,0.6281139852457499
Unispec-DC,Tussock,T2,3,NA,2019-06-26_COMP_00025.spu,NA,Greenseeker,0.5410803253445852
Unispec-DC,Tussock,T2,3,NA,2019-06-26_COMP_00025.spu,NA,MODIS,0.635135325082669
Unispec-DC,Tussock,T2,3,NA,2019-06-26_COMP_00025.spu,NA,RapidSCAN,0.5678436111566628
Unispec-DC,Tussock,T2,3,NA,2019-06-26_COMP_00025.spu,NA,ToolikEDC,0.6281530994592803
Unispec-DC,Tussock,T2,4,NA,2019-06-26_COMP_00026.spu,NA,Greenseeker,0.5395143772673063
Unispec-DC,Tussock,T2,4,NA,2019-06-26_COMP_00026.spu,NA,MODIS,0.6342725400851754
Unispec-DC,Tussock,T2,4,NA,2019-06-26_COMP_00026.spu,NA,RapidSCAN,0.5674816764507575
Unispec-DC,Tussock,T2,4,NA,2019-06-26_COMP_00026.spu,NA,ToolikEDC,0.6271373861823148
Unispec-DC,Tussock,T2,5,NA,2019-06-26_COMP_00027.spu,NA,Greenseeker,0.5390786986226869
Unispec-DC,Tussock,T2,5,NA,2019-06-26_COMP_00027.spu,NA,MODIS,0.633756132482159
Unispec-DC,Tussock,T2,5,NA,2019-06-26_COMP_00027.spu,NA,RapidSCAN,0.5667425963695693
Unispec-DC,Tussock,T2,5,NA,2019-06-26_COMP_00027.spu,NA,ToolikEDC,0.6266339747046998
Unispec-DC,Tussock,T2,6,NA,2019-06-26_COMP_00028.spu,NA,Greenseeker,0.541077074933391
Unispec-DC,Tussock,T2,6,NA,2019-06-26_COMP_00028.spu,NA,MODIS,0.6355268374210422
Unispec-DC,Tussock,T2,6,NA,2019-06-26_COMP_00028.spu,NA,RapidSCAN,0.5693865440792193
Unispec-DC,Tussock,T2,6,NA,2019-06-26_COMP_00028.spu,NA,ToolikEDC,0.6281417001041313
Unispec-DC,Tussock,T2,7,NA,2019-06-26_COMP_00029.spu,NA,Greenseeker,0.537723651962123
Unispec-DC,Tussock,T2,7,NA,2019-06-26_COMP_00029.spu,NA,MODIS,0.6335552385172034
Unispec-DC,Tussock,T2,7,NA,2019-06-26_COMP_00029.spu,NA,RapidSCAN,0.5657035220624628
Unispec-DC,Tussock,T2,7,NA,2019-06-26_COMP_00029.spu,NA,ToolikEDC,0.6262475861659019
Unispec-DC,Tussock,T2,8,NA,2019-06-26_COMP_00030.spu,NA,Greenseeker,0.5388467999662371
Unispec-DC,Tussock,T2,8,NA,2019-06-26_COMP_00030.spu,NA,MODIS,0.6341411193554052
Unispec-DC,Tussock,T2,8,NA,2019-06-26_COMP_00030.spu,NA,RapidSCAN,0.5668724702714512
Unispec-DC,Tussock,T2,8,NA,2019-06-26_COMP_00030.spu,NA,ToolikEDC,0.6266568263529982
Unispec-DC,Tussock,T2,9,NA,2019-06-26_COMP_00031.spu,NA,Greenseeker,0.5396152505436544
Unispec-DC,Tussock,T2,9,NA,2019-06-26_COMP_00031.spu,NA,MODIS,0.6347901107447049
Unispec-DC,Tussock,T2,9,NA,2019-06-26_COMP_00031.spu,NA,RapidSCAN,0.5681461284056317
Unispec-DC,Tussock,T2,9,NA,2019-06-26_COMP_00031.spu,NA,ToolikEDC,0.6271851113390818
Unispec-DC,Tussock,T2,10,NA,2019-06-26_COMP_00032.spu,NA,Greenseeker,0.5402400480703837
Unispec-DC,Tussock,T2,10,NA,2019-06-26_COMP_00032.spu,NA,MODIS,0.6351460533929026
Unispec-DC,Tussock,T2,10,NA,2019-06-26_COMP_00032.spu,NA,RapidSCAN,0.5682768430813814
Unispec-DC,Tussock,T2,10,NA,2019-06-26_COMP_00032.spu,NA,ToolikEDC,0.6276604477218679
Unispec-DC,Tussock,T3,1,NA,2019-06-26_COMP_00033.spu,NA,Greenseeker,0.5799868226138206
Unispec-DC,Tussock,T3,1,NA,2019-06-26_COMP_00033.spu,NA,MODIS,0.6650541464332003
Unispec-DC,Tussock,T3,1,NA,2019-06-26_COMP_00033.spu,NA,RapidSCAN,0.6034999674102304
Unispec-DC,Tussock,T3,1,NA,2019-06-26_COMP_00033.spu,NA,ToolikEDC,0.6516931523059515
Unispec-DC,Tussock,T3,2,NA,2019-06-26_COMP_00034.spu,NA,Greenseeker,0.5798589514621011
Unispec-DC,Tussock,T3,2,NA,2019-06-26_COMP_00034.spu,NA,MODIS,0.6645231450465175
Unispec-DC,Tussock,T3,2,NA,2019-06-26_COMP_00034.spu,NA,RapidSCAN,0.6028270607308921
Unispec-DC,Tussock,T3,2,NA,2019-06-26_COMP_00034.spu,NA,ToolikEDC,0.6509027665189513
Unispec-DC,Tussock,T3,3,NA,2019-06-26_COMP_00035.spu,NA,Greenseeker,0.5799181846756007
Unispec-DC,Tussock,T3,3,NA,2019-06-26_COMP_00035.spu,NA,MODIS,0.6648624696549409
Unispec-DC,Tussock,T3,3,NA,2019-06-26_COMP_00035.spu,NA,RapidSCAN,0.6032842873582824
Unispec-DC,Tussock,T3,3,NA,2019-06-26_COMP_00035.spu,NA,ToolikEDC,0.651310140858873
Unispec-DC,Tussock,T3,4,NA,2019-06-26_COMP_00036.spu,NA,Greenseeker,0.5807078498829146
Unispec-DC,Tussock,T3,4,NA,2019-06-26_COMP_00036.spu,NA,MODIS,0.665546196016858
Unispec-DC,Tussock,T3,4,NA,2019-06-26_COMP_00036.spu,NA,RapidSCAN,0.6033519149218334
Unispec-DC,Tussock,T3,4,NA,2019-06-26_COMP_00036.spu,NA,ToolikEDC,0.6521246594131026
Unispec-DC,Tussock,T3,5,NA,2019-06-26_COMP_00037.spu,NA,Greenseeker,0.5801825765222913
Unispec-DC,Tussock,T3,5,NA,2019-06-26_COMP_00037.spu,NA,MODIS,0.6650406794298578
Unispec-DC,Tussock,T3,5,NA,2019-06-26_COMP_00037.spu,NA,RapidSCAN,0.6033674266185852
Unispec-DC,Tussock,T3,5,NA,2019-06-26_COMP_00037.spu,NA,ToolikEDC,0.6515343015903875
Unispec-DC,Tussock,T3,6,NA,2019-06-26_COMP_00038.spu,NA,Greenseeker,0.5810766818153165
Unispec-DC,Tussock,T3,6,NA,2019-06-26_COMP_00038.spu,NA,MODIS,0.6655209177010368
Unispec-DC,Tussock,T3,6,NA,2019-06-26_COMP_00038.spu,NA,RapidSCAN,0.6032118947776262
Unispec-DC,Tussock,T3,6,NA,2019-06-26_COMP_00038.spu,NA,ToolikEDC,0.6520360380451855
Unispec-DC,Tussock,T3,7,NA,2019-06-26_COMP_00039.spu,NA,Greenseeker,0.5807477366088976
Unispec-DC,Tussock,T3,7,NA,2019-06-26_COMP_00039.spu,NA,MODIS,0.665605292169702
Unispec-DC,Tussock,T3,7,NA,2019-06-26_COMP_00039.spu,NA,RapidSCAN,0.6040109909216662
Unispec-DC,Tussock,T3,7,NA,2019-06-26_COMP_00039.spu,NA,ToolikEDC,0.6520356143795192
Unispec-DC,Tussock,T3,8,NA,2019-06-26_COMP_00040.spu,NA,Greenseeker,0.5807745920376316
Unispec-DC,Tussock,T3,8,NA,2019-06-26_COMP_00040.spu,NA,MODIS,0.6658504187219978
Unispec-DC,Tussock,T3,8,NA,2019-06-26_COMP_00040.spu,NA,RapidSCAN,0.6044378932601441
Unispec-DC,Tussock,T3,8,NA,2019-06-26_COMP_00040.spu,NA,ToolikEDC,0.6521552856791956
Unispec-DC,Tussock,T3,9,NA,2019-06-26_COMP_00041.spu,NA,Greenseeker,0.5805334534913547
Unispec-DC,Tussock,T3,9,NA,2019-06-26_COMP_00041.spu,NA,MODIS,0.6651213913732168
Unispec-DC,Tussock,T3,9,NA,2019-06-26_COMP_00041.spu,NA,RapidSCAN,0.6038093013435443
Unispec-DC,Tussock,T3,9,NA,2019-06-26_COMP_00041.spu,NA,ToolikEDC,0.6513351433340088
Unispec-DC,Tussock,T3,10,NA,2019-06-26_COMP_00042.spu,NA,Greenseeker,0.5805343719950189
Unispec-DC,Tussock,T3,10,NA,2019-06-26_COMP_00042.spu,NA,MODIS,0.6652124611991698
Unispec-DC,Tussock,T3,10,NA,2019-06-26_COMP_00042.spu,NA,RapidSCAN,0.6038711968212178
Unispec-DC,Tussock,T3,10,NA,2019-06-26_COMP_00042.spu,NA,ToolikEDC,0.6513479506726046
Unispec-DC,Shrub,S1,1,NA,2019-06-26_COMP_00043.spu,NA,Greenseeker,0.7945548425567641
Unispec-DC,Shrub,S1,1,NA,2019-06-26_COMP_00043.spu,NA,MODIS,0.815556494399703
Unispec-DC,Shrub,S1,1,NA,2019-06-26_COMP_00043.spu,NA,RapidSCAN,0.8340294715662511
Unispec-DC,Shrub,S1,1,NA,2019-06-26_COMP_00043.spu,NA,ToolikEDC,0.7805026628850151
Unispec-DC,Shrub,S1,2,NA,2019-06-26_COMP_00044.spu,NA,Greenseeker,0.7948922157793528
Unispec-DC,Shrub,S1,2,NA,2019-06-26_COMP_00044.spu,NA,MODIS,0.8158890542272385
Unispec-DC,Shrub,S1,2,NA,2019-06-26_COMP_00044.spu,NA,RapidSCAN,0.8346318252467276
Unispec-DC,Shrub,S1,2,NA,2019-06-26_COMP_00044.spu,NA,ToolikEDC,0.7808672363144767
Unispec-DC,Shrub,S1,3,NA,2019-06-26_COMP_00045.spu,NA,Greenseeker,0.7947116166665334
Unispec-DC,Shrub,S1,3,NA,2019-06-26_COMP_00045.spu,NA,MODIS,0.8155335656465926
Unispec-DC,Shrub,S1,3,NA,2019-06-26_COMP_00045.spu,NA,RapidSCAN,0.8340978880030486
