spu_filename,Date,Site,Block,Treatment,Replicate,definition,NDVI
2019-06-02_LMAT_00080.spu,2019-06-02,LMAT,B1,F10,2.8,Greenseeker,0.30629205990704433
2019-06-02_LMAT_00080.spu,2019-06-02,LMAT,B1,F10,2.8,MODIS,0.3648695602273028
2019-06-02_LMAT_00080.spu,2019-06-02,LMAT,B1,F10,2.8,RapidSCAN,0.30667613075289823
2019-06-02_LMAT_00081.spu,2019-06-02,LMAT,B1,F10,3,Greenseeker,0.2769980870124759
2019-06-02_LMAT_00081.spu,2019-06-02,LMAT,B1,F10,3,MODIS,0.3364570402764911
2019-06-02_LMAT_00081.spu,2019-06-02,LMAT,B1,F10,3,RapidSCAN,0.2755598771186572
2019-06-02_LMAT_00082.spu,2019-06-02,LMAT,B1,F10,3.2,Greenseeker,0.3559743312659864
2019-06-02_LMAT_00082.spu,2019-06-02,LMAT,B1,F10,3.2,MODIS,0.42933802904682045
2019-06-02_LMAT_00082.spu,2019-06-02,LMAT,B1,F10,3.2,RapidSCAN,0.35436501757834965
2019-06-02_LMAT_00083.spu,2019-06-02,LMAT,B1,F10,3.4,Greenseeker,0.3883088915468287
2019-06-02_LMAT_00083.spu,2019-06-02,LMAT,B1,F10,3.4,MODIS,0.433546469776339
2019-06-02_LMAT_00083.spu,2019-06-02,LMAT,B1,F10,3.4,RapidSCAN,0.39280989334377275
2019-06-02_LMAT_00084.spu,2019-06-02,LMAT,B1,F10,3.6,Greenseeker,0.4338097237249879
2019-06-02_LMAT_00084.spu,2019-06-02,LMAT,B1,F10,3.6,MODIS,0.4708063161119618
2019-06-02_LMAT_00084.spu,2019-06-02,LMAT,B1,F10,3.6,RapidSCAN,0.44296358415794745
2019-06-02_LMAT_00085.spu,2019-06-02,LMAT,B1,F10,3.8,Greenseeker,0.41641980683915203
2019-06-02_LMAT_00085.spu,2019-06-02,LMAT,B1,F10,3.8,MODIS,0.46926797235274226
2019-06-02_LMAT_00085.spu,2019-06-02,LMAT,B1,F10,3.8,RapidSCAN,0.4233971655303944
2019-06-02_LMAT_00086.spu,2019-06-02,LMAT,B1,F10,4,Greenseeker,0.3543858159514857
2019-06-02_LMAT_00086.spu,2019-06-02,LMAT,B1,F10,4,MODIS,0.4210562643622749
2019-06-02_LMAT_00086.spu,2019-06-02,LMAT,B1,F10,4,RapidSCAN,0.35415620250773655
2019-06-02_LMAT_00087.spu,2019-06-02,LMAT,B1,F10,4.2,Greenseeker,0.3277610108536505
2019-06-02_LMAT_00087.spu,2019-06-02,LMAT,B1,F10,4.2,MODIS,0.3902076860366463
2019-06-02_LMAT_00087.spu,2019-06-02,LMAT,B1,F10,4.2,RapidSCAN,0.3271567026752492
2019-06-02_LMAT_00088.spu,2019-06-02,LMAT,B1,F10,4.4,Greenseeker,0.36191199328368684
2019-06-02_LMAT_00088.spu,2019-06-02,LMAT,B1,F10,4.4,MODIS,0.4317303725430236
2019-06-02_LMAT_00088.spu,2019-06-02,LMAT,B1,F10,4.4,RapidSCAN,0.3606315931045773
2019-06-02_LMAT_00089.spu,2019-06-02,LMAT,B1,F10,4.6,Greenseeker,0.4459597888426772
2019-06-02_LMAT_00089.spu,2019-06-02,LMAT,B1,F10,4.6,MODIS,0.50572621183105
2019-06-02_LMAT_00089.spu,2019-06-02,LMAT,B1,F10,4.6,RapidSCAN,0.45098043059143195
2019-06-02_LMAT_00090.spu,2019-06-02,LMAT,B1,F10,4.8,Greenseeker,0.34461720911122173
2019-06-02_LMAT_00090.spu,2019-06-02,LMAT,B1,F10,4.8,MODIS,0.41669847135133237
2019-06-02_LMAT_00090.spu,2019-06-02,LMAT,B1,F10,4.8,RapidSCAN,0.34326091963261646
2019-06-02_LMAT_00091.spu,2019-06-02,LMAT,B1,F10,5,Greenseeker,0.38948113813494634
2019-06-02_LMAT_00091.spu,2019-06-02,LMAT,B1,F10,5,MODIS,0.4392820258636413
2019-06-02_LMAT_00091.spu,2019-06-02,LMAT,B1,F10,5,RapidSCAN,0.3961698748845852
2019-06-02_LMAT_00092.spu,2019-06-02,LMAT,B1,CT,1,Greenseeker,0.5357613832230131
2019-06-02_LMAT_00092.spu,2019-06-02,LMAT,B1,CT,1,MODIS,0.5561587846486886
2019-06-02_LMAT_00092.spu,2019-06-02,LMAT,B1,CT,1,RapidSCAN,0.554853679226091
2019-06-02_LMAT_00093.spu,2019-06-02,LMAT,B1,CT,1.2,Greenseeker,0.5655858483461736
2019-06-02_LMAT_00093.spu,2019-06-02,LMAT,B1,CT,1.2,MODIS,0.5761886602253512
2019-06-02_LMAT_00093.spu,2019-06-02,LMAT,B1,CT,1.2,RapidSCAN,0.5957268605919699
2019-06-02_LMAT_00094.spu,2019-06-02,LMAT,B1,CT,1.4,Greenseeker,0.36410559113868884
2019-06-02_LMAT_00094.spu,2019-06-02,LMAT,B1,CT,1.4,MODIS,0.40684250765060737
2019-06-02_LMAT_00094.spu,2019-06-02,LMAT,B1,CT,1.4,RapidSCAN,0.3665500954934616
2019-06-02_LMAT_00095.spu,2019-06-02,LMAT,B1,CT,1.6,Greenseeker,0.4521497224243969
2019-06-02_LMAT_00095.spu,2019-06-02,LMAT,B1,CT,1.6,MODIS,0.4937005354649853
2019-06-02_LMAT_00095.spu,2019-06-02,LMAT,B1,CT,1.6,RapidSCAN,0.4581640328170699
2019-06-02_LMAT_00096.spu,2019-06-02,LMAT,B1,CT,1.8,Greenseeker,0.5319873400265827
2019-06-02_LMAT_00096.spu,2019-06-02,LMAT,B1,CT,1.8,MODIS,0.5499086482686215
2019-06-02_LMAT_00096.spu,2019-06-02,LMAT,B1,CT,1.8,RapidSCAN,0.5491506614346734
2019-06-02_LMAT_00097.spu,2019-06-02,LMAT,B1,CT,2,Greenseeker,0.5423600347512187
2019-06-02_LMAT_00097.spu,2019-06-02,LMAT,B1,CT,2,MODIS,0.5598791870245966
2019-06-02_LMAT_00097.spu,2019-06-02,LMAT,B1,CT,2,RapidSCAN,0.5601617162694965
2019-06-02_LMAT_00098.spu,2019-06-02,LMAT,B1,CT,2.2,Greenseeker,0.4390560954302043
2019-06-02_LMAT_00098.spu,2019-06-02,LMAT,B1,CT,2.2,MODIS,0.47157036807893077
2019-06-02_LMAT_00098.spu,2019-06-02,LMAT,B1,CT,2.2,RapidSCAN,0.4458311099373751
2019-06-02_LMAT_00099.spu,2019-06-02,LMAT,B1,CT,2.4,Greenseeker,0.3891823825720278
2019-06-02_LMAT_00099.spu,2019-06-02,LMAT,B1,CT,2.4,MODIS,0.4352429947042264
2019-06-02_LMAT_00099.spu,2019-06-02,LMAT,B1,CT,2.4,RapidSCAN,0.3927024529893494
2019-06-02_LMAT_00100.spu,2019-06-02,LMAT,B1,CT,2.6,Greenseeker,0.45298058634221255
2019-06-02_LMAT_00100.spu,2019-06-02,LMAT,B1,CT,2.6,MODIS,0.49389176268222834
2019-06-02_LMAT_00100.spu,2019-06-02,LMAT,B1,CT,2.6,RapidSCAN,0.4647060653284633
2019-06-02_LMAT_00101.spu,2019-06-02,LMAT,B1,CT,2.8,Greenseeker,0.39517823824532766
2019-06-02_LMAT_00101.spu,2019-06-02,LMAT,B1,CT,2.8,MODIS,0.430170954524249
2019-06-02_LMAT_00101.spu,2019-06-02,LMAT,B1,CT,2.8,RapidSCAN,0.401752710140307
2019-06-02_LMAT_00102.spu,2019-06-02,LMAT,B1,CT,3,Greenseeker,0.4621462409333681
2019-06-02_LMAT_00102.spu,2019-06-02,LMAT,B1,CT,3,MODIS,0.4861628393299679
2019-06-02_LMAT_00102.spu,2019-06-02,LMAT,B1,CT,3,RapidSCAN,0.47124052201187894
2019-06-02_LMAT_00103.spu,2019-06-02,LMAT,B1,CT,3.2,Greenseeker,0.4945709258200178
2019-06-02_LMAT_00103.spu,2019-06-02,LMAT,B1,CT,3.2,MODIS,0.5227157238074898
2019-06-02_LMAT_00103.spu,2019-06-02,LMAT,B1,CT,3.2,RapidSCAN,0.5080961771030594
2019-06-02_LMAT_00104.spu,2019-06-02,LMAT,B1,CT,3.4,Greenseeker,0.5655463825646038
2019-06-02_LMAT_00104.spu,2019-06-02,LMAT,B1,CT,3.4,MODIS,0.5777507951230471
2019-06-02_LMAT_00104.spu,2019-06-02,LMAT,B1,CT,3.4,RapidSCAN,0.5826272878703974
2019-06-02_LMAT_00105.spu,2019-06-02,LMAT,B1,CT,3.6,Greenseeker,0.5496735789806844
2019-06-02_LMAT_00105.spu,2019-06-02,LMAT,B1,CT,3.6,MODIS,0.5618898810140641
2019-06-02_LMAT_00105.spu,2019-06-02,LMAT,B1,CT,3.6,RapidSCAN,0.5692600301465547
2019-06-02_LMAT_00106.spu,2019-06-02,LMAT,B1,CT,3.8,Greenseeker,0.4838292276362577
2019-06-02_LMAT_00106.spu,2019-06-02,LMAT,B1,CT,3.8,MODIS,0.5072783973294201
2019-06-02_LMAT_00106.spu,2019-06-02,LMAT,B1,CT,3.8,RapidSCAN,0.49720534683835493
2019-06-02_LMAT_00107.spu,2019-06-02,LMAT,B1,CT,4,Greenseeker,0.44200927255417727
2019-06-02_LMAT_00107.spu,2019-06-02,LMAT,B1,CT,4,MODIS,0.48434676774154406
2019-06-02_LMAT_00107.spu,2019-06-02,LMAT,B1,CT,4,RapidSCAN,0.44939122269676485
2019-06-02_LMAT_00108.spu,2019-06-02,LMAT,B1,CT,4.2,Greenseeker,0.3675955878037364
2019-06-02_LMAT_00108.spu,2019-06-02,LMAT,B1,CT,4.2,MODIS,0.43965695257163756
2019-06-02_LMAT_00108.spu,2019-06-02,LMAT,B1,CT,4.2,RapidSCAN,0.3638972270595467
2019-06-02_LMAT_00109.spu,2019-06-02,LMAT,B1,CT,4.4,Greenseeker,0.32495382041924614
2019-06-02_LMAT_00109.spu,2019-06-02,LMAT,B1,CT,4.4,MODIS,0.39847895658578786
2019-06-02_LMAT_00109.spu,2019-06-02,LMAT,B1,CT,4.4,RapidSCAN,0.3189849790817515
2019-06-02_LMAT_00110.spu,2019-06-02,LMAT,B1,CT,4.6,Greenseeker,0.34396232636582075
2019-06-02_LMAT_00110.spu,2019-06-02,LMAT,B1,CT,4.6,MODIS,0.4042700042200197
2019-06-02_LMAT_00110.spu,2019-06-02,LMAT,B1,CT,4.6,RapidSCAN,0.34099056446941783
2019-06-02_LMAT_00111.spu,2019-06-02,LMAT,B1,CT,4.8,Greenseeker,0.4527122401806056
2019-06-02_LMAT_00111.spu,2019-06-02,LMAT,B1,CT,4.8,MODIS,0.49219011513155647
2019-06-02_LMAT_00111.spu,2019-06-02,LMAT,B1,CT,4.8,RapidSCAN,0.4635089750624011
2019-06-02_LMAT_00112.spu,2019-06-02,LMAT,B1,CT,5,Greenseeker,0.45626288743109916
2019-06-02_LMAT_00112.spu,2019-06-02,LMAT,B1,CT,5,MODIS,0.49657500935715604
2019-06-02_LMAT_00112.spu,2019-06-02,LMAT,B1,CT,5,RapidSCAN,0.46551096030652844
2019-06-02_LMAT_00113.spu,2019-06-02,LMAT,B1,CT,1,Greenseeker,0.5295848244520033
2019-06-02_LMAT_00113.spu,2019-06-02,LMAT,B1,CT,1,MODIS,0.554535862767184
2019-06-02_LMAT_00113.spu,2019-06-02,LMAT,B1,CT,1,RapidSCAN,0.5422866115022309
2019-06-02_LMAT_00114.spu,2019-06-02,LMAT,B1,CT,1.2,Greenseeker,0.5205917539234228
2019-06-02_LMAT_00114.spu,2019-06-02,LMAT,B1,CT,1.2,MODIS,0.5560786847039606
2019-06-02_LMAT_00114.spu,2019-06-02,LMAT,B1,CT,1.2,RapidSCAN,0.5322487639119352
2019-06-02_LMAT_00115.spu,2019-06-02,LMAT,B1,CT,1.4,Greenseeker,0.6249155719688673
2019-06-02_LMAT_00115.spu,2019-06-02,LMAT,B1,CT,1.4,MODIS,0.6423478391317224
2019-06-02_LMAT_00115.spu,2019-06-02,LMAT,B1,CT,1.4,RapidSCAN,0.6455537174366782
2019-06-02_LMAT_00116.spu,2019-06-02,LMAT,B1,CT,1.6,Greenseeker,0.5156081715721736
2019-06-02_LMAT_00116.spu,2019-06-02,LMAT,B1,CT,1.6,MODIS,0.5454848093764869
2019-06-02_LMAT_00116.spu,2019-06-02,LMAT,B1,CT,1.6,RapidSCAN,0.5270092705509151
2019-06-02_LMAT_00117.spu,2019-06-02,LMAT,B1,CT,1.8,Greenseeker,0.48654380534175623
2019-06-02_LMAT_00117.spu,2019-06-02,LMAT,B1,CT,1.8,MODIS,0.5226609206288879
2019-06-02_LMAT_00117.spu,2019-06-02,LMAT,B1,CT,1.8,RapidSCAN,0.49662322884282056
2019-06-02_LMAT_00118.spu,2019-06-02,LMAT,B1,CT,2,Greenseeker,0.6205207873237297
2019-06-02_LMAT_00118.spu,2019-06-02,LMAT,B1,CT,2,MODIS,0.6398271251570558
2019-06-02_LMAT_00118.spu,2019-06-02,LMAT,B1,CT,2,RapidSCAN,0.6394303223816267
2019-06-02_LMAT_00119.spu,2019-06-02,LMAT,B1,CT,2.2,Greenseeker,0.5163400929620291
2019-06-02_LMAT_00119.spu,2019-06-02,LMAT,B1,CT,2.2,MODIS,0.5457441607121686
2019-06-02_LMAT_00119.spu,2019-06-02,LMAT,B1,CT,2.2,RapidSCAN,0.5241500117359081
2019-06-02_LMAT_00120.spu,2019-06-02,LMAT,B1,CT,2.4,Greenseeker,0.5320092584459066
2019-06-02_LMAT_00120.spu,2019-06-02,LMAT,B1,CT,2.4,MODIS,0.5567743908503384
2019-06-02_LMAT_00120.spu,2019-06-02,LMAT,B1,CT,2.4,RapidSCAN,0.5440571845816061
2019-06-02_LMAT_00121.spu,2019-06-02,LMAT,B1,CT,2.6,Greenseeker,0.6072615118325997
2019-06-02_LMAT_00121.spu,2019-06-02,LMAT,B1,CT,2.6,MODIS,0.6224924685002801
2019-06-02_LMAT_00121.spu,2019-06-02,LMAT,B1,CT,2.6,RapidSCAN,0.6260406279595502
2019-06-02_LMAT_00122.spu,2019-06-02,LMAT,B1,CT,2.8,Greenseeker,0.5478872908811965
2019-06-02_LMAT_00122.spu,2019-06-02,LMAT,B1,CT,2.8,MODIS,0.5763024452832762
2019-06-02_LMAT_00122.spu,2019-06-02,LMAT,B1,CT,2.8,RapidSCAN,0.5681995129104866
2019-06-02_LMAT_00123.spu,2019-06-02,LMAT,B1,CT,3,Greenseeker,0.48498526087721866
2019-06-02_LMAT_00123.spu,2019-06-02,LMAT,B1,CT,3,MODIS,0.5109433752206242
2019-06-02_LMAT_00123.spu,2019-06-02,LMAT,B1,CT,3,RapidSCAN,0.49678733994987356
2019-06-02_LMAT_00124.spu,2019-06-02,LMAT,B1,CT,3.2,Greenseeker,0.574240569595695
2019-06-02_LMAT_00124.spu,2019-06-02,LMAT,B1,CT,3.2,MODIS,0.5888550009615239
2019-06-02_LMAT_00124.spu,2019-06-02,LMAT,B1,CT,3.2,RapidSCAN,0.5908613333622916
2019-06-02_LMAT_00125.spu,2019-06-02,LMAT,B1,CT,3.4,Greenseeker,0.6140499662185042
2019-06-02_LMAT_00125.spu,2019-06-02,LMAT,B1,CT,3.4,MODIS,0.6263701967703661
2019-06-02_LMAT_00125.spu,2019-06-02,LMAT,B1,CT,3.4,RapidSCAN,0.634942548700135
2019-06-02_LMAT_00126.spu,2019-06-02,LMAT,B1,CT,3.6,Greenseeker,0.5979633366917405
2019-06-02_LMAT_00126.spu,2019-06-02,LMAT,B1,CT,3.6,MODIS,0.6153642481398146
2019-06-02_LMAT_00126.spu,2019-06-02,LMAT,B1,CT,3.6,RapidSCAN,0.6194497223325679
2019-06-02_LMAT_00127.spu,2019-06-02,LMAT,B1,CT,3.8,Greenseeker,0.4335202880548838
2019-06-02_LMAT_00127.spu,2019-06-02,LMAT,B1,CT,3.8,MODIS,0.46936051221359065
2019-06-02_LMAT_00127.spu,2019-06-02,LMAT,B1,CT,3.8,RapidSCAN,0.43767536262789475
2019-06-02_LMAT_00128.spu,2019-06-02,LMAT,B1,CT,4,Greenseeker,0.5110883648228738
2019-06-02_LMAT_00128.spu,2019-06-02,LMAT,B1,CT,4,MODIS,0.5405783745570216
2019-06-02_LMAT_00128.spu,2019-06-02,LMAT,B1,CT,4,RapidSCAN,0.5198159955067619
2019-06-02_LMAT_00129.spu,2019-06-02,LMAT,B1,CT,4.2,Greenseeker,0.6432296370395202
2019-06-02_LMAT_00129.spu,2019-06-02,LMAT,B1,CT,4.2,MODIS,0.6546781546523635
2019-06-02_LMAT_00129.spu,2019-06-02,LMAT,B1,CT,4.2,RapidSCAN,0.6655255796299772
2019-06-02_LMAT_00130.spu,2019-06-02,LMAT,B1,CT,4.4,Greenseeker,0.6119251351868596
2019-06-02_LMAT_00130.spu,2019-06-02,LMAT,B1,CT,4.4,MODIS,0.6291756771247746
2019-06-02_LMAT_00130.spu,2019-06-02,LMAT,B1,CT,4.4,RapidSCAN,0.6280502718407519
2019-06-02_LMAT_00131.spu,2019-06-02,LMAT,B1,CT,4.6,Greenseeker,0.4960055438862889
2019-06-02_LMAT_00131.spu,2019-06-02,LMAT,B1,CT,4.6,MODIS,0.5381809373937574
2019-06-02_LMAT_00131.spu,2019-06-02,LMAT,B1,CT,4.6,RapidSCAN,0.5013596978073898
2019-06-02_LMAT_00132.spu,2019-06-02,LMAT,B1,CT,4.8,Greenseeker,0.3931662338156211
2019-06-02_LMAT_00132.spu,2019-06-02,LMAT,B1,CT,4.8,MODIS,0.4588048407589026
2019-06-02_LMAT_00132.spu,2019-06-02,LMAT,B1,CT,4.8,RapidSCAN,0.39156163191237214
2019-06-02_LMAT_00133.spu,2019-06-02,LMAT,B1,CT,5,Greenseeker,0.33201826131266143
2019-06-02_LMAT_00133.spu,2019-06-02,LMAT,B1,CT,5,MODIS,0.38306235035971703
2019-06-02_LMAT_00133.spu,2019-06-02,LMAT,B1,CT,5,RapidSCAN,0.3269601286412271
2019-06-02_LMAT_00134.spu,2019-06-02,LMAT,B1,F0.5,1,Greenseeker,0.6006973912755654
2019-06-02_LMAT_00134.spu,2019-06-02,LMAT,B1,F0.5,1,MODIS,0.6192649416018132
2019-06-02_LMAT_00134.spu,2019-06-02,LMAT,B1,F0.5,1,RapidSCAN,0.6163046785642904
2019-06-02_LMAT_00135.spu,2019-06-02,LMAT,B1,F0.5,1.2,Greenseeker,0.6225779895385686
2019-06-02_LMAT_00135.spu,2019-06-02,LMAT,B1,F0.5,1.2,MODIS,0.6361367743676514
2019-06-02_LMAT_00135.spu,2019-06-02,LMAT,B1,F0.5,1.2,RapidSCAN,0.6419882538736603
2019-06-02_LMAT_00136.spu,2019-06-02,LMAT,B1,F0.5,1.4,Greenseeker,0.5256397887133538
2019-06-02_LMAT_00136.spu,2019-06-02,LMAT,B1,F0.5,1.4,MODIS,0.549978179486553
2019-06-02_LMAT_00136.spu,2019-06-02,LMAT,B1,F0.5,1.4,RapidSCAN,0.5443865242827589
2019-06-02_LMAT_00137.spu,2019-06-02,LMAT,B1,F0.5,1.6,Greenseeker,0.44860222818147094
2019-06-02_LMAT_00137.spu,2019-06-02,LMAT,B1,F0.5,1.6,MODIS,0.4963898893298844
2019-06-02_LMAT_00137.spu,2019-06-02,LMAT,B1,F0.5,1.6,RapidSCAN,0.4603481279630129
2019-06-02_LMAT_00138.spu,2019-06-02,LMAT,B1,F0.5,1.8,Greenseeker,0.47630024108509256
2019-06-02_LMAT_00138.spu,2019-06-02,LMAT,B1,F0.5,1.8,MODIS,0.5279180194133377
2019-06-02_LMAT_00138.spu,2019-06-02,LMAT,B1,F0.5,1.8,RapidSCAN,0.49010681586361193
2019-06-02_LMAT_00139.spu,2019-06-02,LMAT,B1,F0.5,2,Greenseeker,0.5716092902485823
2019-06-02_LMAT_00139.spu,2019-06-02,LMAT,B1,F0.5,2,MODIS,0.5989927818812827
2019-06-02_LMAT_00139.spu,2019-06-02,LMAT,B1,F0.5,2,RapidSCAN,0.5895179929622271
2019-06-02_LMAT_00140.spu,2019-06-02,LMAT,B1,F0.5,2.2,Greenseeker,0.6155458230355085
2019-06-02_LMAT_00140.spu,2019-06-02,LMAT,B1,F0.5,2.2,MODIS,0.6281741451750326
2019-06-02_LMAT_00140.spu,2019-06-02,LMAT,B1,F0.5,2.2,RapidSCAN,0.6374968232148599
2019-06-02_LMAT_00141.spu,2019-06-02,LMAT,B1,F0.5,2.4,Greenseeker,0.689973090209012
2019-06-02_LMAT_00141.spu,2019-06-02,LMAT,B1,F0.5,2.4,MODIS,0.6899523750686262
2019-06-02_LMAT_00141.spu,2019-06-02,LMAT,B1,F0.5,2.4,RapidSCAN,0.7203862065025814
2019-06-02_LMAT_00142.spu,2019-06-02,LMAT,B1,F0.5,2.6,Greenseeker,0.6970509400571407
2019-06-02_LMAT_00142.spu,2019-06-02,LMAT,B1,F0.5,2.6,MODIS,0.6959392540567784
2019-06-02_LMAT_00142.spu,2019-06-02,LMAT,B1,F0.5,2.6,RapidSCAN,0.7269487926138333
2019-06-02_LMAT_00143.spu,2019-06-02,LMAT,B1,F0.5,2.8,Greenseeker,0.6684592996275552
2019-06-02_LMAT_00143.spu,2019-06-02,LMAT,B1,F0.5,2.8,MODIS,0.6709316832508884
2019-06-02_LMAT_00143.spu,2019-06-02,LMAT,B1,F0.5,2.8,RapidSCAN,0.6914884088857065
2019-06-02_LMAT_00144.spu,2019-06-02,LMAT,B1,F0.5,3,Greenseeker,0.6909099665875589
2019-06-02_LMAT_00144.spu,2019-06-02,LMAT,B1,F0.5,3,MODIS,0.6883600278424964
2019-06-02_LMAT_00144.spu,2019-06-02,LMAT,B1,F0.5,3,RapidSCAN,0.7139689450036086
2019-06-02_LMAT_00145.spu,2019-06-02,LMAT,B1,F0.5,3.2,Greenseeker,0.7028299780677713
2019-06-02_LMAT_00145.spu,2019-06-02,LMAT,B1,F0.5,3.2,MODIS,0.7035234788197976
2019-06-02_LMAT_00145.spu,2019-06-02,LMAT,B1,F0.5,3.2,RapidSCAN,0.728513684441516
2019-06-02_LMAT_00146.spu,2019-06-02,LMAT,B1,F0.5,3.4,Greenseeker,0.6668472444845814
2019-06-02_LMAT_00146.spu,2019-06-02,LMAT,B1,F0.5,3.4,MODIS,0.6712522727415621
2019-06-02_LMAT_00146.spu,2019-06-02,LMAT,B1,F0.5,3.4,RapidSCAN,0.6947996907806231
2019-06-02_LMAT_00147.spu,2019-06-02,LMAT,B1,F0.5,3.6,Greenseeker,0.6746952205471812
2019-06-02_LMAT_00147.spu,2019-06-02,LMAT,B1,F0.5,3.6,MODIS,0.6839463305474178
2019-06-02_LMAT_00147.spu,2019-06-02,LMAT,B1,F0.5,3.6,RapidSCAN,0.6980621368403136
2019-06-02_LMAT_00148.spu,2019-06-02,LMAT,B1,F0.5,3.8,Greenseeker,0.5570303407677814
2019-06-02_LMAT_00148.spu,2019-06-02,LMAT,B1,F0.5,3.8,MODIS,0.5927227125954732
2019-06-02_LMAT_00148.spu,2019-06-02,LMAT,B1,F0.5,3.8,RapidSCAN,0.5750760096200612
2019-06-02_LMAT_00149.spu,2019-06-02,LMAT,B1,F0.5,4,Greenseeker,0.4996606134174767
2019-06-02_LMAT_00149.spu,2019-06-02,LMAT,B1,F0.5,4,MODIS,0.5416546052820477
2019-06-02_LMAT_00149.spu,2019-06-02,LMAT,B1,F0.5,4,RapidSCAN,0.5126501936381401
2019-06-02_LMAT_00150.spu,2019-06-02,LMAT,B1,F0.5,4.2,Greenseeker,0.48509875244773687
2019-06-02_LMAT_00150.spu,2019-06-02,LMAT,B1,F0.5,4.2,MODIS,0.5323764596417419
2019-06-02_LMAT_00150.spu,2019-06-02,LMAT,B1,F0.5,4.2,RapidSCAN,0.4980434579906817
2019-06-02_LMAT_00151.spu,2019-06-02,LMAT,B1,F0.5,4.4,Greenseeker,0.41954197694546086
2019-06-02_LMAT_00151.spu,2019-06-02,LMAT,B1,F0.5,4.4,MODIS,0.48048112662938014
2019-06-02_LMAT_00151.spu,2019-06-02,LMAT,B1,F0.5,4.4,RapidSCAN,0.4260735215794051
2019-06-02_LMAT_00152.spu,2019-06-02,LMAT,B1,F0.5,4.6,Greenseeker,0.4301078196766131
2019-06-02_LMAT_00152.spu,2019-06-02,LMAT,B1,F0.5,4.6,MODIS,0.48934784072069587
2019-06-02_LMAT_00152.spu,2019-06-02,LMAT,B1,F0.5,4.6,RapidSCAN,0.43756707601937284
2019-06-02_LMAT_00153.spu,2019-06-02,LMAT,B1,F0.5,4.8,Greenseeker,0.4310240469832491
2019-06-02_LMAT_00153.spu,2019-06-02,LMAT,B1,F0.5,4.8,MODIS,0.4882599667177623
2019-06-02_LMAT_00153.spu,2019-06-02,LMAT,B1,F0.5,4.8,RapidSCAN,0.43591268070484984
2019-06-02_LMAT_00154.spu,2019-06-02,LMAT,B1,F0.5,5,Greenseeker,0.361903701928354
2019-06-02_LMAT_00154.spu,2019-06-02,LMAT,B1,F0.5,5,MODIS,0.42651339671703037
2019-06-02_LMAT_00154.spu,2019-06-02,LMAT,B1,F0.5,5,RapidSCAN,0.36598438587321935
